# PX4 Flight Data Log
# Test started: 2025-12-23 16:59:38
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
5.026, TAKEOFF, 2.4970, 0.5030, 0.0235, 0.637797, 0.020120, 0.001200, -0.003524, 0.150000, 0.00, -0.00, 96.80, -0.00
5.289, TAKEOFF, 2.2629, 0.7371, -1.1261, 0.819597, 0.029483, 0.001200, 0.168914, 0.150000, -0.00, 0.00, 96.81, -0.00
5.553, TAKEOFF, 2.1583, 0.8417, -1.4252, 0.850000, 0.033669, 0.001200, 0.213781, 0.150000, 0.00, 0.00, 96.81, -0.01
5.837, TAKEOFF, 0.6561, 2.3439, -3.7860, 0.850000, 0.093754, 0.001200, 0.567896, 0.150000, 0.02, 0.00, 96.81, -0.00
6.109, TAKEOFF, 0.3524, 2.6476, -4.1016, 0.850000, 0.105904, 0.001200, 0.615246, 0.150000, 0.02, 0.00, 96.81, -0.02
6.377, TAKEOFF, -0.3555, 3.3555, -0.1262, 0.794355, 0.134220, 0.001200, 0.018935, 0.150000, 0.02, 0.01, 96.82, 0.01
6.653, TAKEOFF, -0.3633, 3.3633, -0.1264, 0.794690, 0.134530, 0.001200, 0.018960, 0.150000, 0.02, 0.01, 96.82, 0.05
6.945, TAKEOFF, -0.3747, 3.3747, -0.1149, 0.793431, 0.134990, 0.001200, 0.017241, 0.150000, 0.02, 0.00, 96.82, -0.03
7.236, TAKEOFF, -0.3708, 3.3708, -0.0155, 0.778354, 0.134833, 0.001200, 0.002321, 0.150000, 0.02, 0.00, 96.82, -0.01
7.520, TAKEOFF, 0.0190, 2.9810, 1.2615, 0.571209, 0.119240, 0.001200, -0.189230, 0.150000, 0.01, 0.02, 96.82, -0.03
7.803, TAKEOFF, 0.1382, 2.8618, 1.4716, 0.534938, 0.114471, 0.001200, -0.220734, 0.150000, 0.01, 0.02, 96.82, -0.00
8.097, TAKEOFF, 1.3852, 1.6148, 2.8882, 0.400000, 0.064592, 0.001200, -0.433230, 0.150000, 0.01, 0.03, 96.82, -0.01
8.405, TAKEOFF, 1.6209, 1.3791, 3.0070, 0.400000, 0.055162, 0.001200, -0.451055, 0.150000, 0.01, 0.02, 96.82, 0.01
8.661, TAKEOFF, 3.4270, -0.4270, 3.7806, 0.400000, -0.017079, 0.000325, -0.567088, 0.040575, 0.00, 0.01, 96.82, 0.04
8.926, TAKEOFF, 3.6837, -0.6837, 3.8776, 0.400000, -0.027349, -0.001126, -0.581635, -0.140796, 0.00, 0.01, 96.82, -0.02
9.188, TAKEOFF, 5.8913, -2.8913, 4.4303, 0.400000, -0.115651, -0.001200, -0.664551, -0.150000, 0.00, 0.02, 96.83, 0.03
9.452, TAKEOFF, 6.1776, -3.1776, 4.2482, 0.400000, -0.127104, -0.001200, -0.637235, -0.150000, 0.00, 0.02, 96.83, -0.02
9.726, TAKEOFF, 7.0896, -4.0896, 3.5050, 0.400000, -0.163584, -0.001200, -0.525751, -0.150000, 0.00, 0.02, 96.83, 0.06
9.993, TAKEOFF, 8.2635, -5.2635, 0.8803, 0.400000, -0.210541, -0.001200, -0.132046, -0.150000, -0.02, 0.02, 96.86, 0.00
10.257, TAKEOFF, 8.2902, -5.2902, 0.4989, 0.400000, -0.211607, -0.001200, -0.074840, -0.150000, -0.02, 0.01, 96.85, -0.04
10.520, TAKEOFF, 7.7067, -4.7067, -2.3221, 0.778845, -0.188267, -0.001200, 0.348312, -0.150000, -0.03, 0.00, 96.85, -0.07
10.807, TAKEOFF, 7.5239, -4.5239, -2.7045, 0.843514, -0.180956, -0.001200, 0.405670, -0.150000, -0.03, 0.00, 96.85, 0.01
11.072, TAKEOFF, 5.2314, -2.2314, -5.7140, 0.850000, -0.089257, -0.001200, 0.857102, -0.150000, -0.01, -0.02, 96.86, -0.01
11.337, TAKEOFF, 4.8335, -1.8335, -6.0954, 0.850000, -0.073338, -0.001200, 0.914314, -0.150000, -0.01, -0.02, 96.86, -0.03
11.608, TAKEOFF, 1.2220, 1.7780, -8.8585, 0.850000, 0.071121, 0.001200, 1.328774, 0.150000, -0.01, -0.00, 96.88, -0.03
11.888, TAKEOFF, 0.5474, 2.4526, -9.2867, 0.850000, 0.098103, 0.001200, 1.392998, 0.150000, -0.01, 0.00, 96.88, 0.02
12.176, TAKEOFF, -0.8577, 3.8577, -0.2550, 0.833757, 0.154307, 0.001200, 0.038250, 0.150000, -0.01, 0.01, 96.88, -0.01
12.448, TAKEOFF, -0.8358, 3.8358, 0.0162, 0.792205, 0.153430, 0.001200, -0.002425, 0.150000, -0.01, 0.01, 96.87, 0.08
12.722, TAKEOFF, -0.8098, 3.8098, 0.1663, 0.768647, 0.152393, 0.001200, -0.024947, 0.150000, -0.01, 0.01, 96.87, 0.03
12.994, TAKEOFF, -0.2051, 3.2051, 1.5249, 0.540673, 0.128204, 0.001200, -0.228731, 0.150000, -0.01, 0.01, 96.88, 0.03
13.265, TAKEOFF, -0.0682, 3.0682, 1.7156, 0.506589, 0.122730, 0.001200, -0.257341, 0.150000, -0.01, 0.01, 96.89, -0.01
13.554, TAKEOFF, 0.0812, 2.9188, 1.9063, 0.472006, 0.116751, 0.001200, -0.285945, 0.150000, 0.00, 0.02, 96.88, -0.00
13.837, TAKEOFF, 1.5556, 1.4444, 3.3102, 0.400000, 0.057774, 0.001200, -0.496528, 0.150000, 0.00, 0.03, 96.88, -0.01
14.113, TAKEOFF, 3.7787, -0.7787, 4.6836, 0.400000, -0.031147, -0.000518, -0.702544, -0.064767, 0.00, 0.03, 96.89, 0.02
14.390, TAKEOFF, 4.1518, -1.1518, 4.8263, 0.400000, -0.046071, -0.001200, -0.723949, -0.150000, 0.00, 0.03, 96.89, -0.00
14.689, TAKEOFF, 6.8872, -3.8872, 5.4320, 0.400000, -0.155487, -0.001200, -0.814806, -0.150000, 0.01, 0.04, 96.88, 0.03
14.973, TAKEOFF, 7.2472, -4.2472, 5.2617, 0.400000, -0.169890, -0.001200, -0.789254, -0.150000, 0.01, 0.04, 96.88, -0.02
15.258, TAKEOFF, 9.3496, -6.3496, 3.3929, 0.400000, -0.253982, -0.001200, -0.508936, -0.150000, 0.01, 0.04, 96.89, -0.01
15.554, TAKEOFF, 9.5527, -6.5527, 3.0993, 0.400000, -0.262108, -0.001200, -0.464896, -0.150000, 0.01, 0.04, 96.88, -0.03
15.862, TAKEOFF, 9.7348, -6.7348, 2.7898, 0.400000, -0.269392, -0.001200, -0.418477, -0.150000, 0.00, 0.03, 96.88, 0.06
16.146, TAKEOFF, 10.3855, -7.3855, 0.1873, 0.400000, -0.295421, -0.001200, -0.028091, -0.150000, 0.00, 0.02, 96.88, 0.02
16.430, TAKEOFF, 10.3696, -7.3696, -0.1941, 0.400000, -0.294784, -0.001200, 0.029120, -0.150000, 0.00, 0.01, 96.88, 0.01
16.709, TAKEOFF, 9.3789, -6.3789, -3.1989, 0.843483, -0.255156, -0.001200, 0.479839, -0.150000, 0.00, -0.03, 96.88, 0.00
16.992, TAKEOFF, 9.1439, -6.1439, -3.5804, 0.850000, -0.245755, -0.001200, 0.537058, -0.150000, 0.00, -0.03, 96.89, -0.00
17.289, TAKEOFF, 6.7126, -3.7126, -6.3437, 0.850000, -0.148505, -0.001200, 0.951561, -0.150000, 0.01, -0.03, 96.89, -0.02
17.571, TAKEOFF, 6.2203, -3.2203, -6.7721, 0.850000, -0.128810, -0.001200, 1.015809, -0.150000, 0.01, -0.03, 96.89, -0.00
17.854, TAKEOFF, 5.7569, -2.7569, -7.1528, 0.850000, -0.110276, -0.001200, 1.072923, -0.150000, 0.04, -0.03, 96.90, 0.04
18.142, TAKEOFF, 0.9186, 2.0814, -10.3389, 0.850000, 0.083258, 0.001200, 1.550841, 0.150000, 0.04, -0.03, 96.90, 0.02
18.441, TAKEOFF, -1.1096, 4.1096, -0.2714, 0.846294, 0.164384, 0.001200, 0.040710, 0.150000, 0.04, -0.03, 96.90, 0.02
18.725, TAKEOFF, -1.0982, 4.0982, -0.1417, 0.826388, 0.163928, 0.001200, 0.021260, 0.150000, 0.04, -0.03, 96.90, 0.01
19.008, TAKEOFF, -0.5665, 3.5665, 1.2915, 0.590135, 0.142661, 0.001200, -0.193725, 0.150000, 0.02, -0.00, 96.91, 0.03
19.291, TAKEOFF, -0.4237, 3.4237, 1.5070, 0.552092, 0.136946, 0.001200, -0.226054, 0.150000, 0.02, 0.00, 96.92, 0.04
19.604, TAKEOFF, 0.9702, 2.0298, 2.9871, 0.400000, 0.081192, 0.001200, -0.448061, 0.150000, 0.02, 0.02, 96.94, -0.02
19.905, TAKEOFF, 1.2313, 1.7687, 3.2008, 0.400000, 0.070748, 0.001200, -0.480123, 0.150000, 0.02, 0.02, 96.94, -0.02
20.197, TAKEOFF, 3.5895, -0.5895, 4.7598, 0.400000, -0.023582, -0.000179, -0.713969, -0.022341, 0.02, 0.03, 96.94, -0.03
20.491, TAKEOFF, 3.9710, -0.9710, 4.9658, 0.400000, -0.038841, -0.001200, -0.744866, -0.150000, 0.02, 0.03, 96.94, 0.04
20.773, TAKEOFF, 7.1725, -4.1725, 6.1908, 0.400000, -0.166901, -0.001200, -0.928622, -0.150000, 0.01, 0.04, 96.95, 0.06
21.038, TAKEOFF, 7.6373, -4.6373, 6.0163, 0.400000, -0.185492, -0.001200, -0.902444, -0.150000, 0.01, 0.04, 96.95, 0.03
21.304, TAKEOFF, 10.4564, -7.4564, 4.2471, 0.400000, -0.298255, -0.001200, -0.637072, -0.150000, 0.01, 0.04, 96.97, 0.00
21.573, TAKEOFF, 10.7433, -7.7433, 3.8289, 0.400000, -0.309733, -0.001200, -0.574332, -0.150000, 0.01, 0.04, 96.97, -0.03
21.840, TAKEOFF, 11.8249, -8.8249, 0.8811, 0.400000, -0.352997, -0.001200, -0.132164, -0.150000, -0.00, 0.00, 96.99, 0.01
22.122, TAKEOFF, 11.8527, -8.8527, 0.4991, 0.400000, -0.354110, -0.001200, -0.074862, -0.150000, -0.00, -0.00, 96.99, -0.05
22.390, TAKEOFF, 11.7786, -8.7786, -0.6948, 0.400000, -0.351145, -0.001200, 0.104213, -0.150000, 0.00, -0.02, 96.99, 0.06
22.656, TAKEOFF, 11.6922, -8.6922, -1.1247, 0.439822, -0.347688, -0.001200, 0.168710, -0.150000, 0.01, -0.02, 96.99, 0.04
22.918, TAKEOFF, 10.3892, -7.3892, -3.8950, 0.850000, -0.295569, -0.001200, 0.584257, -0.150000, 0.01, -0.02, 96.99, -0.01
23.181, TAKEOFF, 10.1084, -7.1084, -4.2771, 0.850000, -0.284337, -0.001200, 0.641559, -0.150000, 0.01, -0.02, 96.99, 0.05
23.460, TAKEOFF, 7.2887, -4.2887, -7.0908, 0.850000, -0.171549, -0.001200, 1.063618, -0.150000, 0.01, -0.02, 97.00, 0.01
23.723, TAKEOFF, 6.8044, -3.8044, -7.4719, 0.850000, -0.152177, -0.001200, 1.120779, -0.150000, 0.00, -0.02, 97.00, 0.02
23.996, TAKEOFF, 6.2964, -3.2964, -7.8528, 0.850000, -0.131856, -0.001200, 1.177924, -0.150000, 0.00, -0.02, 97.00, -0.01
24.271, TAKEOFF, -1.0994, 4.0994, -0.3018, 0.850000, 0.163975, 0.001200, 0.045276, 0.150000, -0.01, -0.01, 97.00, 0.02
24.453, TAKEOFF, -1.1342, 4.1342, -0.3082, 0.850000, 0.165368, 0.001200, 0.046230, 0.150000, -0.01, -0.01, 97.00, 0.04
24.740, TAKEOFF, -1.2148, 4.2148, -0.2395, 0.845713, 0.168592, 0.001200, 0.035921, 0.150000, -0.01, 0.00, 96.99, 0.02
25.009, TAKEOFF, -0.7159, 3.7159, 1.2260, 0.605935, 0.148635, 0.001200, -0.183900, 0.150000, -0.01, 0.04, 96.98, 0.07
25.281, TAKEOFF, -0.5762, 3.5762, 1.4416, 0.568014, 0.143050, 0.001200, -0.216235, 0.150000, -0.01, 0.04, 96.98, 0.02
25.553, TAKEOFF, 0.6998, 2.3002, 2.8296, 0.400000, 0.092009, 0.001200, -0.424437, 0.150000, 0.00, 0.03, 97.01, 0.06
25.822, TAKEOFF, 0.9238, 2.0762, 3.0202, 0.400000, 0.083049, 0.001200, -0.453031, 0.150000, 0.00, 0.03, 97.01, 0.01
26.110, TAKEOFF, 2.5852, 0.4148, 4.2060, 0.400000, 0.016591, 0.001200, -0.630902, 0.150000, 0.01, 0.03, 97.01, 0.01
26.379, TAKEOFF, 2.9330, 0.0670, 4.4190, 0.400000, 0.002682, 0.001200, -0.662857, 0.150000, 0.01, 0.03, 97.01, -0.01
26.656, TAKEOFF, 5.7255, -2.7255, 5.7922, 0.400000, -0.109021, -0.001200, -0.868828, -0.150000, 0.04, 0.03, 96.99, 0.04
26.926, TAKEOFF, 6.1218, -3.1218, 5.6767, 0.400000, -0.124874, -0.001200, -0.851501, -0.150000, 0.04, 0.02, 96.99, 0.03
27.195, TAKEOFF, 8.7671, -5.7671, 4.1580, 0.400000, -0.230686, -0.001200, -0.623700, -0.150000, 0.03, 0.01, 96.99, -0.04
27.480, TAKEOFF, 10.0703, -7.0703, 1.2297, 0.400000, -0.282812, -0.001200, -0.184449, -0.150000, 0.02, 0.00, 96.99, -0.03
27.754, TAKEOFF, 10.1287, -7.1287, 0.8002, 0.400000, -0.285148, -0.001200, -0.120028, -0.150000, 0.02, 0.00, 96.99, -0.03
28.024, TAKEOFF, 10.1236, -7.1236, -0.3931, 0.400000, -0.284943, -0.001200, 0.058969, -0.150000, 0.02, -0.01, 96.99, 0.01
28.295, TAKEOFF, 10.0708, -7.0708, -0.7749, 0.452199, -0.282832, -0.001200, 0.116231, -0.150000, 0.02, -0.01, 96.99, 0.01
28.588, TAKEOFF, 9.9933, -6.9933, -1.1567, 0.512580, -0.279730, -0.001200, 0.173510, -0.150000, 0.03, -0.01, 96.99, -0.04
28.869, TAKEOFF, 8.6635, -5.6635, -3.9717, 0.850000, -0.226539, -0.001200, 0.595759, -0.150000, 0.03, -0.01, 96.99, 0.00
29.146, TAKEOFF, 5.8435, -2.8435, -6.9216, 0.850000, -0.113738, -0.001200, 1.038243, -0.150000, 0.03, -0.02, 97.00, -0.04
29.424, TAKEOFF, 5.3135, -2.3135, -7.3493, 0.850000, -0.092539, -0.001200, 1.102390, -0.150000, 0.04, -0.02, 97.00, 0.03
29.705, TAKEOFF, 0.8220, 2.1780, -10.2948, 0.850000, 0.087121, 0.001200, 1.544226, 0.150000, 0.02, -0.02, 96.99, -0.04
29.999, TAKEOFF, 0.1359, 2.8641, -10.6748, 0.850000, 0.114564, 0.001200, 1.601220, 0.150000, 0.02, -0.02, 96.99, 0.05
30.277, TAKEOFF, -1.1876, 4.1876, -0.2874, 0.850000, 0.167503, 0.001200, 0.043106, 0.150000, 0.01, -0.02, 96.99, -0.04
30.557, TAKEOFF, -1.1889, 4.1889, -0.2834, 0.850000, 0.167557, 0.001200, 0.042513, 0.150000, 0.00, -0.02, 96.98, 0.02
30.839, TAKEOFF, -1.1868, 4.1868, -0.2785, 0.850000, 0.167472, 0.001200, 0.041772, 0.150000, 0.00, -0.02, 96.98, 0.04
31.139, TAKEOFF, -0.9894, 3.9894, 0.5791, 0.713919, 0.159578, 0.001200, -0.086859, 0.150000, -0.01, 0.02, 96.97, -0.01
31.422, TAKEOFF, -0.9116, 3.9116, 0.7689, 0.682330, 0.156466, 0.001200, -0.115336, 0.150000, -0.01, 0.02, 96.97, 0.05
31.707, TAKEOFF, 0.1408, 2.8592, 2.2703, 0.415029, 0.114367, 0.001200, -0.340538, 0.150000, -0.02, 0.06, 96.96, -0.06
31.989, TAKEOFF, 0.3290, 2.6710, 2.4609, 0.400000, 0.106840, 0.001200, -0.369130, 0.150000, -0.01, 0.06, 96.96, -0.04
32.271, TAKEOFF, 2.1834, 0.8166, 3.9334, 0.400000, 0.032664, 0.001200, -0.590012, 0.150000, -0.01, 0.06, 96.97, 0.00
32.570, TAKEOFF, 2.5101, 0.4899, 4.1463, 0.400000, 0.019595, 0.001200, -0.621940, 0.150000, 0.01, 0.06, 96.96, -0.00
32.854, TAKEOFF, 5.1635, -2.1635, 5.6079, 0.400000, -0.086539, -0.001200, -0.841189, -0.150000, 0.01, 0.06, 96.95, 0.01
33.135, TAKEOFF, 5.6062, -2.6062, 5.8191, 0.400000, -0.104247, -0.001200, -0.872864, -0.150000, 0.02, 0.06, 96.94, -0.01
33.414, TAKEOFF, 8.9058, -5.9058, 6.3559, 0.400000, -0.236232, -0.001200, -0.953384, -0.150000, 0.03, 0.07, 96.92, 0.00
33.722, TAKEOFF, 9.3272, -6.3272, 6.3014, 0.400000, -0.253087, -0.001200, -0.945214, -0.150000, 0.03, 0.07, 96.92, 0.03
34.009, TAKEOFF, 12.0960, -9.0960, 4.6450, 0.400000, -0.363841, -0.001200, -0.696756, -0.150000, 0.03, 0.03, 96.91, 0.05
34.296, TAKEOFF, 12.3773, -9.3773, 4.2719, 0.400000, -0.375094, -0.001200, -0.640791, -0.150000, 0.03, 0.03, 96.90, -0.05
34.584, TAKEOFF, 12.6317, -9.6317, 3.8932, 0.400000, -0.385269, -0.001200, -0.583976, -0.150000, 0.02, -0.00, 96.88, -0.00
34.872, TAKEOFF, 13.7235, -10.7235, 0.8862, 0.400000, -0.428940, -0.001200, -0.132933, -0.150000, 0.01, -0.00, 96.88, 0.02
35.174, TAKEOFF, 13.1684, -10.1684, -2.3214, 0.560274, -0.406735, -0.001200, 0.348209, -0.150000, 0.03, -0.00, 96.88, 0.00
35.458, TAKEOFF, 12.9862, -9.9862, -2.7043, 0.624996, -0.399450, -0.001200, 0.405646, -0.150000, 0.03, -0.00, 96.88, 0.03
35.745, TAKEOFF, 8.6635, -5.6635, -7.4806, 0.850000, -0.226540, -0.001200, 1.122090, -0.150000, 0.03, -0.03, 96.89, 0.04
36.041, TAKEOFF, 8.1537, -5.1537, -7.8622, 0.850000, -0.206147, -0.001200, 1.179330, -0.150000, 0.03, -0.04, 96.89, 0.03
36.344, TAKEOFF, 3.2945, -0.2945, -10.8635, 0.850000, -0.011780, -0.001200, 1.629518, -0.150000, 0.03, -0.01, 96.90, 0.03
36.630, TAKEOFF, 2.5704, 0.4296, -11.2438, 0.850000, 0.017185, -0.000219, 1.686569, -0.027327, 0.02, -0.01, 96.90, -0.04
36.918, TAKEOFF, -1.3074, 4.3074, -0.3488, 0.850000, 0.172295, 0.001200, 0.052320, 0.150000, 0.02, 0.01, 96.88, 0.01
37.210, TAKEOFF, -1.3217, 4.3217, -0.3478, 0.850000, 0.172869, 0.001200, 0.052167, 0.150000, 0.02, 0.01, 96.87, -0.01
37.514, TAKEOFF, -1.2845, 4.2845, -0.2091, 0.843940, 0.171382, 0.001200, 0.031359, 0.150000, 0.02, 0.03, 96.90, -0.02
37.804, TAKEOFF, -1.2588, 4.2588, -0.0221, 0.814867, 0.170350, 0.001200, 0.003316, 0.150000, 0.02, 0.03, 96.90, 0.05
38.091, TAKEOFF, -0.5192, 3.5192, 1.5747, 0.545771, 0.140769, 0.001200, -0.236198, 0.150000, 0.03, 0.06, 96.92, 0.02
38.374, TAKEOFF, -0.3713, 3.3713, 1.7663, 0.511105, 0.134853, 0.001200, -0.264948, 0.150000, 0.03, 0.06, 96.93, -0.00
38.689, TAKEOFF, 1.2102, 1.7898, 3.2717, 0.400000, 0.071592, 0.001200, -0.490748, 0.150000, 0.03, 0.08, 96.94, -0.02
38.989, TAKEOFF, 2.3254, 0.6746, 4.0559, 0.400000, 0.026985, 0.001200, -0.608386, 0.150000, 0.03, 0.09, 96.94, 0.02
39.288, TAKEOFF, 2.6249, 0.3751, 4.2453, 0.400000, 0.015003, 0.001200, -0.636795, 0.150000, 0.04, 0.09, 96.94, -0.02
39.582, TAKEOFF, 5.3796, -2.3796, 5.6895, 0.400000, -0.095182, -0.001200, -0.853420, -0.150000, 0.04, 0.09, 96.95, -0.01
39.894, TAKEOFF, 5.7770, -2.7770, 5.8387, 0.400000, -0.111081, -0.001200, -0.875802, -0.150000, 0.04, 0.09, 96.95, -0.02
40.190, TAKEOFF, 6.1829, -3.1829, 5.9731, 0.400000, -0.127314, -0.001200, -0.895966, -0.150000, 0.03, 0.06, 96.96, 0.03
40.485, TAKEOFF, 9.3265, -6.3265, 5.2033, 0.400000, -0.253061, -0.001200, -0.780502, -0.150000, 0.03, 0.06, 96.96, -0.05
40.778, TAKEOFF, 11.5041, -8.5041, 2.3137, 0.400000, -0.340164, -0.001200, -0.347062, -0.150000, 0.01, 0.03, 97.02, 0.03
41.090, TAKEOFF, 11.6272, -8.6272, 1.9321, 0.400000, -0.345088, -0.001200, -0.289819, -0.150000, 0.01, 0.02, 97.02, -0.01
41.355, TAKEOFF, 11.6727, -8.6727, -1.2691, 0.462256, -0.346907, -0.001200, 0.190363, -0.150000, 0.02, 0.02, 97.02, 0.02
41.618, TAKEOFF, 11.5619, -8.5619, -1.6514, 0.524032, -0.342476, -0.001200, 0.247709, -0.150000, 0.02, 0.02, 97.02, -0.05
41.889, TAKEOFF, 9.5037, -6.5037, -5.0419, 0.850000, -0.260147, -0.001200, 0.756281, -0.150000, 0.01, -0.00, 97.03, 0.02
42.154, TAKEOFF, 5.8005, -2.8005, -8.2346, 0.850000, -0.112022, -0.001200, 1.235191, -0.150000, 0.01, -0.01, 97.04, 0.01
42.439, TAKEOFF, 5.2460, -2.2460, -8.6149, 0.850000, -0.089838, -0.001200, 1.292235, -0.150000, 0.01, -0.01, 97.04, 0.05
42.707, TAKEOFF, -0.3454, 3.3454, -11.7852, 0.850000, 0.133817, 0.001200, 1.767778, 0.150000, 0.01, -0.01, 97.05, -0.02
42.973, TAKEOFF, -1.1239, 4.1239, -12.1084, 0.850000, 0.164957, 0.001200, 1.816262, 0.150000, 0.01, -0.01, 97.05, 0.07
43.240, TAKEOFF, -1.2515, 4.2515, -0.3301, 0.850000, 0.170061, 0.001200, 0.049517, 0.150000, 0.01, -0.01, 97.05, -0.02
43.506, TAKEOFF, -1.2708, 4.2708, -0.3315, 0.850000, 0.170830, 0.001200, 0.049720, 0.150000, 0.01, -0.01, 97.05, 0.03
43.791, TAKEOFF, -1.2830, 4.2830, -0.3306, 0.850000, 0.171322, 0.001200, 0.049591, 0.150000, 0.01, -0.01, 97.05, 0.04
44.056, TAKEOFF, -1.1184, 4.1184, 0.5553, 0.722649, 0.164738, 0.001200, -0.083289, 0.150000, 0.01, 0.04, 97.06, 0.01
44.321, TAKEOFF, -1.0395, 4.0395, 0.7460, 0.690886, 0.161579, 0.001200, -0.111893, 0.150000, 0.01, 0.05, 97.06, -0.02
44.586, TAKEOFF, -0.0764, 3.0764, 2.1353, 0.443960, 0.123056, 0.001200, -0.320296, 0.150000, 0.00, 0.07, 97.06, -0.01
44.853, TAKEOFF, 0.1316, 2.8684, 2.3511, 0.403269, 0.114736, 0.001200, -0.352667, 0.150000, 0.03, 0.09, 97.06, -0.03
45.112, TAKEOFF, 1.8316, 1.1684, 3.7367, 0.400000, 0.046737, 0.001200, -0.560499, 0.150000, 0.03, 0.09, 97.06, 0.05
45.403, TAKEOFF, 2.1137, 0.8863, 3.9268, 0.400000, 0.035450, 0.001200, -0.589017, 0.150000, 0.03, 0.09, 97.06, 0.01
45.664, TAKEOFF, 4.5476, -1.5476, 5.3213, 0.400000, -0.061906, -0.001200, -0.798200, -0.150000, 0.03, 0.08, 97.07, -0.02
45.925, TAKEOFF, 4.9261, -1.9261, 5.5098, 0.400000, -0.077044, -0.001200, -0.826477, -0.150000, 0.03, 0.08, 97.07, 0.00
46.188, TAKEOFF, 7.9041, -4.9041, 6.0852, 0.400000, -0.196165, -0.001200, -0.912786, -0.150000, 0.03, 0.08, 97.09, -0.01
