# PX4 Flight Data Log
# Test started: 2025-12-23 17:35:47
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
2.626, TAKEOFF, 0.0250, 2.9750, 0.3888, 0.730122, 0.119001, 0.000000, -0.038879, 0.150000, -0.02, 0.01, 95.93, -0.06
2.803, TAKEOFF, 0.5359, 2.4641, 1.0753, 0.641028, 0.098562, 0.000000, -0.107534, 0.150000, -0.02, 0.02, 95.93, -0.04
3.078, TAKEOFF, 0.6148, 2.3852, 1.1480, 0.630605, 0.095406, 0.000000, -0.114801, 0.150000, -0.02, 0.04, 95.90, 0.07
3.400, TAKEOFF, 1.2668, 1.7332, 1.6028, 0.559047, 0.069328, 0.000000, -0.160281, 0.150000, -0.02, 0.04, 95.90, -0.00
3.697, TAKEOFF, 2.4180, 0.5820, 2.0316, 0.470114, 0.023278, 0.000000, -0.203164, 0.150000, -0.03, 0.03, 95.88, -0.01
4.003, TAKEOFF, 2.5522, 0.4478, 2.0616, 0.461755, 0.017913, 0.000000, -0.206158, 0.150000, -0.03, 0.03, 95.88, -0.01
4.315, TAKEOFF, 3.5096, -0.5096, 2.2084, 0.408778, -0.020382, -0.000000, -0.220840, -0.008946, -0.04, 0.03, 95.89, -0.03
4.602, TAKEOFF, 3.6523, -0.6523, 2.2137, 0.402538, -0.026092, -0.000000, -0.221369, -0.150000, -0.04, 0.03, 95.89, -0.06
4.875, TAKEOFF, 4.4110, -1.4110, 1.7756, 0.416000, -0.056440, -0.000000, -0.177560, -0.150000, -0.04, 0.06, 95.86, 0.01
5.155, TAKEOFF, 4.5163, -1.5163, 1.6506, 0.424286, -0.060651, -0.000000, -0.165062, -0.150000, -0.03, 0.06, 95.86, 0.04
5.435, TAKEOFF, 4.9984, -1.9984, 0.1013, 0.559938, -0.079935, -0.000000, -0.010127, -0.150000, 0.01, 0.05, 95.83, -0.00
5.736, TAKEOFF, 4.9843, -1.9843, -0.1883, 0.589458, -0.079370, -0.000000, 0.018828, -0.150000, 0.01, 0.06, 95.83, -0.01
6.027, TAKEOFF, 4.0303, -1.0303, -2.8644, 0.895230, -0.041213, -0.000000, 0.286443, -0.150000, -0.00, 0.06, 95.84, -0.02
6.318, TAKEOFF, 3.8157, -0.8157, -3.2158, 0.900000, -0.032626, -0.000000, 0.321577, -0.150000, -0.00, 0.06, 95.84, 0.03
6.608, TAKEOFF, 1.2762, 1.7238, -6.1918, 0.900000, 0.068950, 0.000000, 0.619176, 0.150000, -0.00, 0.05, 95.84, -0.02
6.918, TAKEOFF, 0.8460, 2.1540, -6.5629, 0.900000, 0.086160, 0.000000, 0.656287, 0.150000, 0.00, 0.05, 95.84, 0.01
7.215, TAKEOFF, -0.6836, 3.6836, -0.2657, 0.823914, 0.147343, 0.000000, 0.026571, 0.150000, -0.00, 0.05, 95.84, -0.00
7.507, TAKEOFF, -0.6942, 3.6942, -0.2652, 0.824285, 0.147766, 0.000000, 0.026518, 0.150000, -0.00, 0.05, 95.84, 0.03
7.803, TAKEOFF, -0.6798, 3.6798, -0.2131, 0.818501, 0.147193, 0.000000, 0.021308, 0.150000, -0.00, 0.06, 95.84, -0.02
8.136, TAKEOFF, -0.6633, 3.6633, 0.0255, 0.793987, 0.146533, 0.000000, -0.002546, 0.150000, 0.00, 0.06, 95.84, 0.04
8.439, TAKEOFF, 0.1019, 2.8981, 2.0925, 0.556671, 0.115924, 0.000000, -0.209253, 0.150000, 0.00, 0.05, 95.85, 0.05
8.709, TAKEOFF, 0.3055, 2.6945, 2.3990, 0.517879, 0.107780, 0.000000, -0.239901, 0.150000, 0.00, 0.04, 95.85, -0.02
8.985, TAKEOFF, 2.4717, 0.5283, 4.6447, 0.300000, 0.021132, 0.000000, -0.464472, 0.150000, -0.01, 0.00, 95.86, 0.03
9.254, TAKEOFF, 2.8543, 0.1457, 4.8651, 0.300000, 0.005826, 0.000000, -0.486509, 0.150000, -0.01, 0.00, 95.86, 0.03
9.543, TAKEOFF, 5.9905, -2.9905, 6.0921, 0.300000, -0.119621, -0.000000, -0.609213, -0.150000, -0.01, 0.04, 95.86, -0.01
9.825, TAKEOFF, 6.4621, -3.4621, 6.2499, 0.300000, -0.138486, -0.000000, -0.624991, -0.150000, -0.01, 0.04, 95.86, 0.02
10.109, TAKEOFF, 10.4967, -7.4967, 7.2762, 0.300000, -0.299868, -0.000000, -0.727621, -0.150000, 0.00, 0.06, 95.87, 0.02
10.402, TAKEOFF, 10.9717, -7.9717, 7.1260, 0.300000, -0.318869, -0.000000, -0.712605, -0.150000, -0.00, 0.06, 95.87, -0.02
10.702, TAKEOFF, 13.9049, -10.9049, 5.3828, 0.300000, -0.436195, -0.000000, -0.538283, -0.150000, -0.00, 0.07, 95.88, 0.01
10.985, TAKEOFF, 14.2665, -11.2665, 4.9417, 0.300000, -0.450659, -0.000000, -0.494167, -0.150000, -0.00, 0.07, 95.88, 0.05
11.272, TAKEOFF, 15.6624, -12.6624, 1.3378, 0.300000, -0.506498, -0.000000, -0.133781, -0.150000, -0.02, 0.06, 95.88, -0.02
11.552, TAKEOFF, 15.7050, -12.7050, 0.8697, 0.300000, -0.508198, -0.000000, -0.086969, -0.150000, -0.02, 0.06, 95.88, -0.02
11.842, TAKEOFF, 14.9847, -11.9847, -2.8173, 0.452344, -0.479388, -0.000000, 0.281732, -0.150000, -0.02, 0.02, 95.88, 0.01
12.159, TAKEOFF, 14.7604, -11.7604, -3.2852, 0.508100, -0.470417, -0.000000, 0.328517, -0.150000, -0.03, 0.02, 95.88, -0.03
12.451, TAKEOFF, 11.7229, -8.7229, -7.1962, 0.900000, -0.348914, -0.000000, 0.719617, -0.150000, -0.03, -0.01, 95.87, -0.00
12.742, TAKEOFF, 11.2225, -8.2225, -7.6621, 0.900000, -0.328899, -0.000000, 0.766212, -0.150000, -0.03, -0.00, 95.87, -0.00
13.038, TAKEOFF, 6.2557, -3.2557, -11.3258, 0.900000, -0.130228, -0.000000, 1.132575, -0.150000, 0.01, -0.01, 95.88, -0.01
13.345, TAKEOFF, 5.4951, -2.4951, -11.7903, 0.900000, -0.099805, -0.000000, 1.179028, -0.150000, 0.00, -0.01, 95.88, -0.05
13.645, TAKEOFF, -1.3348, 4.3348, -0.4845, 0.871839, 0.173393, 0.000000, 0.048446, 0.150000, 0.01, -0.03, 95.90, 0.02
13.951, TAKEOFF, -1.3821, 4.3821, -0.4934, 0.874629, 0.175284, 0.000000, 0.049345, 0.150000, 0.01, -0.03, 95.90, 0.00
14.257, TAKEOFF, -1.4903, 4.4903, -0.3788, 0.867499, 0.179614, 0.000000, 0.037885, 0.150000, 0.01, -0.00, 95.89, -0.02
14.599, TAKEOFF, -1.4657, 4.4657, -0.1125, 0.839876, 0.178627, 0.000000, 0.011248, 0.150000, 0.01, -0.00, 95.88, -0.01
14.903, TAKEOFF, -0.4687, 3.4687, 2.1919, 0.569559, 0.138750, 0.000000, -0.219191, 0.150000, -0.02, 0.04, 95.89, 0.03
15.205, TAKEOFF, -0.2608, 3.2608, 2.4693, 0.533505, 0.130433, 0.000000, -0.246928, 0.150000, -0.07, 0.10, 95.88, -0.02
15.507, TAKEOFF, 2.1572, 0.8428, 4.7630, 0.300000, 0.033713, 0.000000, -0.476301, 0.150000, -0.07, 0.10, 95.88, 0.06
15.834, TAKEOFF, 2.5222, 0.4778, 4.9942, 0.300000, 0.019113, 0.000000, -0.499421, 0.150000, -0.07, 0.10, 95.87, -0.00
16.140, TAKEOFF, 3.9577, -0.9577, 5.8231, 0.300000, -0.038309, -0.000000, -0.582314, -0.142798, -0.06, 0.10, 95.87, -0.03
16.456, TAKEOFF, 4.4378, -1.4378, 6.0830, 0.300000, -0.057513, -0.000000, -0.608303, -0.150000, -0.06, 0.10, 95.88, 0.03
16.774, TAKEOFF, 8.7495, -5.7495, 8.0200, 0.300000, -0.229981, -0.000000, -0.801999, -0.150000, -0.03, 0.07, 95.88, -0.05
17.088, TAKEOFF, 9.3754, -6.3754, 8.2202, 0.300000, -0.255016, -0.000000, -0.822024, -0.150000, -0.03, 0.06, 95.88, 0.04
17.393, TAKEOFF, 14.0721, -11.0721, 7.9040, 0.300000, -0.442882, -0.000000, -0.790400, -0.150000, 0.01, 0.03, 95.87, 0.02
17.705, TAKEOFF, 14.6468, -11.6468, 7.6372, 0.300000, -0.465872, -0.000000, -0.763721, -0.150000, 0.00, 0.03, 95.87, -0.00
18.027, TAKEOFF, 17.9963, -14.9963, 4.6001, 0.300000, -0.599853, -0.000000, -0.460013, -0.150000, 0.01, 0.03, 95.87, -0.01
18.324, TAKEOFF, 18.2947, -15.2947, 4.0778, 0.300000, -0.611787, -0.000000, -0.407783, -0.150000, 0.01, 0.03, 95.87, 0.01
18.622, TAKEOFF, 19.2645, -16.2645, -0.0626, 0.300000, -0.650578, -0.000000, 0.006265, -0.150000, 0.02, 0.00, 95.88, 0.01
18.924, TAKEOFF, 19.2237, -16.2237, -0.5297, 0.300000, -0.648947, -0.000000, 0.052970, -0.150000, 0.02, -0.00, 95.87, -0.02
19.245, TAKEOFF, 17.5603, -14.5603, -4.6689, 0.534484, -0.582411, -0.000000, 0.466894, -0.150000, 0.03, -0.02, 95.89, -0.00
19.552, TAKEOFF, 17.2260, -14.2260, -5.1350, 0.594458, -0.569040, -0.000000, 0.513498, -0.150000, 0.02, -0.02, 95.89, -0.01
19.865, TAKEOFF, 9.8310, -6.8310, -11.4107, 0.900000, -0.273240, -0.000000, 1.141072, -0.150000, 0.01, -0.01, 95.89, 0.04
20.175, TAKEOFF, 8.9735, -5.9735, -11.9318, 0.900000, -0.238939, -0.000000, 1.193185, -0.150000, 0.01, -0.01, 95.89, -0.04
20.508, TAKEOFF, 1.5567, 1.4433, -15.7468, 0.900000, 0.057734, 0.000000, 1.574677, 0.150000, 0.02, 0.00, 95.93, 0.04
20.789, TAKEOFF, 0.3903, 2.6097, -16.2664, 0.900000, 0.104389, 0.000000, 1.626642, 0.150000, 0.02, 0.00, 95.93, 0.03
21.069, TAKEOFF, -1.8729, 4.8729, -0.5534, 0.900000, 0.194916, 0.000000, 0.055336, 0.150000, 0.02, 0.00, 95.94, -0.01
21.348, TAKEOFF, -1.8710, 4.8710, -0.5447, 0.899316, 0.194841, 0.000000, 0.054475, 0.150000, 0.02, 0.00, 95.94, -0.01
21.627, TAKEOFF, -1.7247, 4.7247, -0.4389, 0.882882, 0.188989, 0.000000, 0.043893, 0.150000, 0.04, -0.03, 95.95, -0.02
21.920, TAKEOFF, -1.6953, 4.6953, -0.1945, 0.857268, 0.187813, 0.000000, 0.019455, 0.150000, 0.04, -0.03, 95.95, 0.03
22.201, TAKEOFF, -0.5112, 3.5112, 2.3816, 0.552293, 0.140449, 0.000000, -0.238156, 0.150000, 0.01, 0.02, 95.96, -0.04
22.491, TAKEOFF, -0.2913, 3.2913, 2.6576, 0.515895, 0.131652, 0.000000, -0.265757, 0.150000, 0.00, 0.02, 95.96, 0.04
22.679, TAKEOFF, 2.0362, 0.9638, 4.8241, 0.300000, 0.038554, 0.000000, -0.482410, 0.150000, -0.05, 0.07, 95.95, -0.01
22.973, TAKEOFF, 2.4060, 0.5940, 5.0981, 0.300000, 0.023759, 0.000000, -0.509811, 0.150000, -0.06, 0.07, 95.95, -0.00
23.252, TAKEOFF, 5.9080, -2.9080, 7.2302, 0.300000, -0.116321, -0.000000, -0.723022, -0.150000, -0.05, 0.08, 95.93, 0.00
23.529, TAKEOFF, 6.4239, -3.4239, 7.4748, 0.300000, -0.136957, -0.000000, -0.747483, -0.150000, -0.04, 0.08, 95.92, -0.00
23.805, TAKEOFF, 8.1297, -5.1297, 8.2275, 0.300000, -0.205189, -0.000000, -0.822752, -0.150000, -0.04, 0.09, 95.91, -0.07
24.086, TAKEOFF, 8.7037, -5.7037, 8.4339, 0.300000, -0.228150, -0.000000, -0.843392, -0.150000, -0.04, 0.08, 95.91, -0.00
24.390, TAKEOFF, 13.3311, -10.3311, 8.0998, 0.300000, -0.413243, -0.000000, -0.809982, -0.150000, -0.02, 0.07, 95.93, 0.01
24.672, TAKEOFF, 13.8576, -10.8576, 7.8431, 0.300000, -0.434306, -0.000000, -0.784311, -0.150000, -0.02, 0.06, 95.94, 0.07
24.956, TAKEOFF, 16.7397, -13.7397, 5.1018, 0.300000, -0.549588, -0.000000, -0.510175, -0.150000, 0.00, 0.03, 95.95, -0.04
25.258, TAKEOFF, 17.0788, -14.0788, 4.5794, 0.300000, -0.563151, -0.000000, -0.457939, -0.150000, 0.01, 0.02, 95.96, 0.06
25.558, TAKEOFF, 18.3072, -15.3072, 1.1979, 0.300000, -0.612289, -0.000000, -0.119793, -0.150000, 0.01, -0.01, 95.98, 0.01
25.841, TAKEOFF, 18.3501, -15.3501, 0.7310, 0.300000, -0.614005, -0.000000, -0.073098, -0.150000, 0.02, -0.01, 95.98, 0.00
26.120, TAKEOFF, 17.6383, -14.6383, -2.9439, 0.358861, -0.585530, -0.000000, 0.294392, -0.150000, 0.01, -0.02, 95.98, 0.03
26.404, TAKEOFF, 17.4155, -14.4155, -3.4102, 0.414397, -0.576618, -0.000000, 0.341016, -0.150000, 0.01, -0.02, 95.98, 0.04
26.686, TAKEOFF, 14.3901, -11.3901, -7.3073, 0.900000, -0.455605, -0.000000, 0.730730, -0.150000, -0.00, -0.03, 95.99, 0.04
26.984, TAKEOFF, 13.8901, -10.8901, -7.7722, 0.900000, -0.435605, -0.000000, 0.777222, -0.150000, -0.00, -0.03, 95.99, -0.00
27.262, TAKEOFF, 5.1498, -2.1498, -13.5737, 0.900000, -0.085993, -0.000000, 1.357371, -0.150000, 0.01, -0.03, 96.01, -0.01
27.544, TAKEOFF, 4.2517, -1.2517, -14.0369, 0.900000, -0.050068, -0.000000, 1.403694, -0.150000, 0.01, -0.03, 96.02, -0.02
27.826, TAKEOFF, 0.6251, 2.3749, -15.7724, 0.900000, 0.094995, 0.000000, 1.577238, 0.150000, 0.01, -0.03, 96.02, -0.04
28.124, TAKEOFF, -0.4112, 3.4112, -16.2345, 0.900000, 0.136447, 0.000000, 1.623446, 0.150000, 0.01, -0.02, 96.01, 0.01
28.402, TAKEOFF, -1.9109, 4.9109, -0.5540, 0.900000, 0.196434, 0.000000, 0.055397, 0.150000, 0.00, -0.02, 96.01, 0.01
28.683, TAKEOFF, -1.9074, 4.9074, -0.5454, 0.900000, 0.196295, 0.000000, 0.054540, 0.150000, 0.00, -0.02, 96.00, -0.02
28.975, TAKEOFF, -1.5656, 4.5656, 0.8207, 0.750554, 0.182624, 0.000000, -0.082069, 0.150000, -0.01, -0.00, 96.02, 0.08
29.266, TAKEOFF, -1.4266, 4.4266, 1.1314, 0.713919, 0.177063, 0.000000, -0.113144, 0.150000, -0.01, 0.00, 96.02, 0.02
29.568, TAKEOFF, 0.1553, 2.8447, 3.2773, 0.436060, 0.113787, 0.000000, -0.327727, 0.150000, -0.06, 0.05, 96.03, -0.01
29.854, TAKEOFF, 0.4358, 2.5642, 3.5538, 0.397188, 0.102569, 0.000000, -0.355380, 0.150000, -0.06, 0.07, 96.00, 0.01
30.140, TAKEOFF, 3.2309, -0.2309, 5.7208, 0.300000, -0.009237, 0.000000, -0.572080, 0.084056, -0.05, 0.07, 96.00, -0.01
30.434, TAKEOFF, 3.6602, -0.6602, 5.9948, 0.300000, -0.026409, -0.000000, -0.599476, -0.109952, -0.04, 0.06, 95.99, -0.04
30.740, TAKEOFF, 7.6158, -4.6158, 8.1414, 0.300000, -0.184633, -0.000000, -0.814141, -0.150000, 0.02, 0.04, 95.93, 0.04
31.036, TAKEOFF, 8.1925, -5.1925, 8.4131, 0.300000, -0.207699, -0.000000, -0.841305, -0.150000, 0.03, 0.04, 95.93, 0.03
31.326, TAKEOFF, 13.1233, -10.1233, 9.4339, 0.300000, -0.404932, -0.000000, -0.943391, -0.150000, 0.06, 0.06, 95.92, 0.02
31.620, TAKEOFF, 13.7574, -10.7574, 9.4232, 0.300000, -0.430295, -0.000000, -0.942321, -0.150000, 0.04, 0.09, 95.93, -0.00
31.930, TAKEOFF, 18.6910, -15.6910, 7.6795, 0.300000, -0.627640, -0.000000, -0.767955, -0.150000, 0.04, 0.09, 95.94, 0.01
32.219, TAKEOFF, 19.1763, -16.1763, 7.3006, 0.300000, -0.647051, -0.000000, -0.730061, -0.150000, 0.01, 0.07, 95.93, -0.01
32.508, TAKEOFF, 21.9702, -18.9702, 3.9540, 0.300000, -0.758808, -0.000000, -0.395396, -0.150000, 0.01, 0.06, 95.93, -0.00
32.811, TAKEOFF, 22.2223, -19.2223, 3.4304, 0.300000, -0.768893, -0.000000, -0.343042, -0.150000, 0.01, 0.05, 95.93, 0.00
33.123, TAKEOFF, 22.8857, -19.8857, -0.4157, 0.300000, -0.795429, -0.000000, 0.041566, -0.150000, -0.01, 0.00, 95.89, -0.00
33.409, TAKEOFF, 22.8166, -19.8166, -0.9405, 0.300000, -0.792663, -0.000000, 0.094052, -0.150000, -0.01, -0.00, 95.89, 0.04
33.706, TAKEOFF, 21.1553, -18.1553, -4.7848, 0.402264, -0.726212, -0.000000, 0.478476, -0.150000, -0.02, -0.02, 95.89, -0.01
34.005, TAKEOFF, 20.7726, -17.7726, -5.3080, 0.469902, -0.710903, -0.000000, 0.530805, -0.150000, -0.02, -0.02, 95.89, -0.02
34.322, TAKEOFF, 17.1114, -14.1114, -8.9123, 0.900000, -0.564457, -0.000000, 0.891229, -0.150000, -0.01, -0.01, 95.89, 0.00
34.620, TAKEOFF, 16.4326, -13.4326, -9.4348, 0.900000, -0.537303, -0.000000, 0.943475, -0.150000, -0.01, -0.01, 95.89, 0.01
34.920, TAKEOFF, 10.7522, -7.7522, -13.0257, 0.900000, -0.310088, -0.000000, 1.302569, -0.150000, -0.02, -0.02, 95.88, -0.02
35.227, TAKEOFF, 9.8917, -6.8917, -13.4884, 0.900000, -0.275667, -0.000000, 1.348840, -0.150000, -0.02, -0.02, 95.88, -0.03
35.519, TAKEOFF, 8.8885, -5.8885, -14.0087, 0.900000, -0.235539, -0.000000, 1.400866, -0.150000, -0.01, -0.02, 95.86, 0.02
35.840, TAKEOFF, 0.9726, 2.0274, -17.5874, 0.900000, 0.081095, 0.000000, 1.758737, 0.150000, -0.01, -0.02, 95.86, -0.01
36.137, TAKEOFF, -0.3225, 3.3225, -18.1060, 0.900000, 0.132899, 0.000000, 1.810605, 0.150000, -0.01, -0.02, 95.85, 0.00
36.436, TAKEOFF, -2.0554, 5.0554, -0.5147, 0.900000, 0.202215, 0.000000, 0.051470, 0.150000, -0.00, -0.02, 95.86, -0.02
36.737, TAKEOFF, -2.0261, 5.0261, -0.2571, 0.876751, 0.201043, 0.000000, 0.025708, 0.150000, -0.00, -0.02, 95.87, 0.00
37.052, TAKEOFF, -1.0097, 4.0097, 2.0572, 0.604672, 0.160390, 0.000000, -0.205717, 0.150000, -0.01, 0.01, 95.86, -0.00
37.358, TAKEOFF, -0.8022, 3.8022, 2.3345, 0.568635, 0.152090, 0.000000, -0.233454, 0.150000, -0.01, 0.07, 95.85, 0.07
37.656, TAKEOFF, 1.6154, 1.3846, 4.6525, 0.300000, 0.055383, 0.000000, -0.465246, 0.150000, -0.01, 0.08, 95.85, 0.00
37.973, TAKEOFF, 1.9835, 1.0165, 4.9281, 0.300000, 0.040662, 0.000000, -0.492807, 0.150000, -0.01, 0.08, 95.85, 0.02
38.287, TAKEOFF, 5.9735, -2.9735, 7.3591, 0.300000, -0.118941, -0.000000, -0.735909, -0.150000, -0.03, 0.09, 95.82, 0.02
38.592, TAKEOFF, 6.5041, -3.5041, 7.6313, 0.300000, -0.140166, -0.000000, -0.763129, -0.150000, -0.03, 0.09, 95.82, -0.02
38.903, TAKEOFF, 11.6044, -8.6044, 9.8885, 0.300000, -0.344174, -0.000000, -0.988846, -0.150000, -0.03, 0.06, 95.80, 0.05
39.226, TAKEOFF, 12.2881, -9.2881, 10.1222, 0.300000, -0.371526, -0.000000, -1.012219, -0.150000, -0.03, 0.06, 95.81, -0.06
39.535, TAKEOFF, 18.2367, -15.2367, 10.1859, 0.300000, -0.609468, -0.000000, -1.018589, -0.150000, -0.02, 0.05, 95.81, -0.03
39.842, TAKEOFF, 18.9015, -15.9015, 9.9882, 0.300000, -0.636060, -0.000000, -0.998817, -0.150000, -0.01, 0.05, 95.80, -0.03
40.160, TAKEOFF, 23.8751, -20.8751, 6.8024, 0.300000, -0.835004, -0.000000, -0.680241, -0.150000, -0.01, 0.06, 95.78, -0.00
40.485, TAKEOFF, 26.4417, -23.4417, 2.6640, 0.300000, -0.937669, -0.000000, -0.266404, -0.150000, -0.01, 0.02, 95.78, 0.02
40.788, TAKEOFF, 26.5793, -23.5793, 2.1971, 0.300000, -0.943170, -0.000000, -0.219712, -0.150000, -0.01, 0.02, 95.78, -0.01
41.090, TAKEOFF, 26.4858, -23.4858, -1.9445, 0.300000, -0.939434, -0.000000, 0.194455, -0.150000, 0.01, 0.01, 95.79, -0.01
41.365, TAKEOFF, 26.3285, -23.3285, -2.4106, 0.300000, -0.933139, -0.000000, 0.241057, -0.150000, 0.01, 0.01, 95.79, 0.01
41.642, TAKEOFF, 26.1156, -23.1156, -2.9344, 0.300000, -0.924626, -0.000000, 0.293444, -0.150000, 0.01, 0.01, 95.79, -0.02
41.935, TAKEOFF, 23.4148, -20.4148, -6.7711, 0.510519, -0.816593, -0.000000, 0.677111, -0.150000, 0.01, 0.01, 95.79, 0.03
42.212, TAKEOFF, 22.8922, -19.8922, -7.2929, 0.583608, -0.795687, -0.000000, 0.729295, -0.150000, 0.01, 0.01, 95.79, -0.04
42.486, TAKEOFF, 17.4711, -14.4711, -11.4022, 0.900000, -0.578842, -0.000000, 1.140217, -0.150000, -0.00, 0.00, 95.78, 0.01
42.759, TAKEOFF, 16.7150, -13.7150, -11.8645, 0.900000, -0.548601, -0.000000, 1.186455, -0.150000, 0.01, 0.01, 95.76, -0.02
43.053, TAKEOFF, 9.2195, -6.2195, -15.7372, 0.900000, -0.248781, -0.000000, 1.573721, -0.150000, 0.01, 0.01, 95.77, 0.02
43.324, TAKEOFF, 8.1862, -5.1862, -16.1994, 0.900000, -0.207449, -0.000000, 1.619938, -0.150000, 0.01, 0.01, 95.77, 0.01
43.597, TAKEOFF, -0.8152, 3.8152, -19.7766, 0.900000, 0.152606, 0.000000, 1.977658, 0.150000, 0.01, 0.01, 95.77, 0.02
43.874, TAKEOFF, -2.1108, 5.1108, -0.6300, 0.900000, 0.204433, 0.000000, 0.063005, 0.150000, 0.02, 0.00, 95.77, 0.00
44.148, TAKEOFF, -2.2702, 5.2702, -0.6211, 0.900000, 0.210808, 0.000000, 0.062106, 0.150000, 0.02, 0.00, 95.79, 0.01
44.442, TAKEOFF, -2.2587, 5.2587, -0.6094, 0.900000, 0.210347, 0.000000, 0.060939, 0.150000, 0.03, -0.00, 95.80, 0.01
44.721, TAKEOFF, -1.9207, 4.9207, 0.6706, 0.779773, 0.196829, 0.000000, -0.067055, 0.150000, 0.02, 0.01, 95.77, -0.04
44.998, TAKEOFF, -1.8018, 4.8018, 0.9477, 0.747300, 0.192073, 0.000000, -0.094773, 0.150000, 0.02, 0.02, 95.76, -0.05
45.273, TAKEOFF, -0.2190, 3.2190, 3.1370, 0.465057, 0.128761, 0.000000, -0.313704, 0.150000, -0.01, 0.08, 95.75, -0.06
45.542, TAKEOFF, 0.0592, 2.9408, 3.4145, 0.426185, 0.117631, 0.000000, -0.341446, 0.150000, -0.01, 0.08, 95.75, -0.02
45.834, TAKEOFF, 2.5877, 0.4123, 5.4197, 0.300000, 0.016491, 0.000000, -0.541971, 0.150000, -0.03, 0.07, 95.74, -0.04
46.104, TAKEOFF, 3.0591, -0.0591, 5.7293, 0.300000, -0.002363, 0.000000, -0.572928, 0.134072, -0.04, 0.07, 95.75, 0.03
46.382, TAKEOFF, 6.8811, -3.8811, 7.8553, 0.300000, -0.155244, -0.000000, -0.785532, -0.150000, -0.03, 0.07, 95.79, 0.03
46.659, TAKEOFF, 7.5177, -4.5177, 8.1620, 0.300000, -0.180708, -0.000000, -0.816201, -0.150000, -0.03, 0.07, 95.80, 0.02
46.933, TAKEOFF, 12.0092, -9.0092, 9.3664, 0.300000, -0.360367, -0.000000, -0.936638, -0.150000, -0.03, 0.07, 95.78, -0.04
47.222, TAKEOFF, 12.6491, -9.6491, 9.4116, 0.300000, -0.385965, -0.000000, -0.941158, -0.150000, -0.02, 0.07, 95.77, 0.05
47.491, TAKEOFF, 17.4676, -14.4676, 8.1643, 0.300000, -0.578706, -0.000000, -0.816427, -0.150000, -0.02, 0.11, 95.71, 0.01
47.762, TAKEOFF, 17.9916, -14.9916, 7.8147, 0.300000, -0.599663, -0.000000, -0.781473, -0.150000, -0.01, 0.11, 95.71, 0.03
48.041, TAKEOFF, 21.1649, -18.1649, 4.5381, 0.300000, -0.726595, -0.000000, -0.453812, -0.150000, 0.02, 0.11, 95.70, -0.05
48.323, TAKEOFF, 21.4322, -18.4322, 4.0735, 0.300000, -0.737288, -0.000000, -0.407346, -0.150000, 0.04, 0.04, 95.75, 0.01
