# PX4 Flight Data Log
# Test started: 2025-12-23 17:21:29
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
7.440, TAKEOFF, 28.2460, -25.2460, -5.2258, 0.300000, -2.019683, -0.000000, 0.000000, -0.150000, 0.09, 0.00, 95.95, 0.06
7.720, TAKEOFF, 27.8140, -24.8140, -5.7518, 0.300000, -1.985117, -0.000000, 0.000000, -0.150000, 0.09, -0.00, 95.95, 0.03
8.008, TAKEOFF, 24.1456, -21.1456, -9.1333, 0.300000, -1.691648, -0.000000, 0.000000, -0.150000, 0.08, -0.02, 95.94, -0.02
8.312, TAKEOFF, 23.5187, -20.5187, -9.5992, 0.300000, -1.641499, -0.000000, 0.000000, -0.150000, 0.08, -0.02, 95.94, -0.04
8.574, TAKEOFF, 17.5671, -14.5671, -13.2571, 0.300000, -1.165368, -0.000000, 0.000000, -0.150000, 0.04, -0.03, 95.94, 0.01
8.833, TAKEOFF, 16.6820, -13.6820, -13.7207, 0.300000, -1.094562, -0.000000, 0.000000, -0.150000, 0.03, -0.03, 95.94, -0.03
9.094, TAKEOFF, 8.1306, -5.1306, -17.5931, 0.300000, -0.410451, -0.000000, 0.000000, -0.150000, -0.03, 0.02, 95.94, -0.04
9.373, TAKEOFF, 6.9742, -3.9742, -18.0543, 0.332065, -0.317935, -0.000000, 0.000000, -0.150000, -0.03, 0.02, 95.94, -0.00
9.629, TAKEOFF, -1.9011, 4.9011, -0.6169, 0.900000, 0.392091, 0.000000, 0.000000, 0.150000, 0.02, 0.04, 95.95, -0.03
9.894, TAKEOFF, -1.9496, 4.9496, -0.6225, 0.900000, 0.395971, 0.000000, 0.000000, 0.150000, 0.02, 0.04, 95.95, -0.04
10.158, TAKEOFF, -2.0007, 5.0007, -0.5646, 0.900000, 0.400055, 0.000000, 0.000000, 0.150000, -0.00, 0.07, 95.94, -0.03
10.348, TAKEOFF, -1.9791, 4.9791, -0.5487, 0.900000, 0.398331, 0.000000, 0.000000, 0.150000, 0.00, 0.07, 95.94, -0.02
10.636, TAKEOFF, -1.9035, 4.9035, -0.5021, 0.900000, 0.392279, 0.000000, 0.000000, 0.150000, 0.00, 0.06, 95.94, 0.01
10.905, TAKEOFF, -1.6792, 4.6792, -0.3928, 0.900000, 0.374334, 0.000000, 0.000000, 0.150000, 0.01, 0.06, 95.93, 0.00
11.164, TAKEOFF, -1.6460, 4.6460, -0.3783, 0.900000, 0.371677, 0.000000, 0.000000, 0.150000, 0.00, 0.07, 95.93, 0.05
11.432, TAKEOFF, -1.3490, 4.3490, 0.6144, 0.900000, 0.347919, 0.000000, -0.000000, 0.150000, -0.01, 0.07, 95.93, 0.01
11.618, TAKEOFF, -1.2483, 4.2483, 0.8888, 0.900000, 0.339867, 0.000000, -0.000000, 0.150000, -0.00, 0.07, 95.92, 0.01
11.909, TAKEOFF, -0.2049, 3.2049, 2.6129, 0.900000, 0.256389, 0.000000, -0.000000, 0.150000, 0.01, 0.06, 95.93, 0.03
12.179, TAKEOFF, 0.0246, 2.9754, 2.8883, 0.888035, 0.238035, 0.000000, -0.000000, 0.150000, 0.01, 0.05, 95.93, 0.05
12.450, TAKEOFF, 2.4270, 0.5730, 5.0531, 0.695840, 0.045840, 0.000000, -0.000000, 0.150000, -0.00, 0.02, 95.98, 0.03
12.722, TAKEOFF, 2.8061, 0.1939, 5.3272, 0.665510, 0.015510, 0.000000, -0.000000, 0.150000, -0.01, 0.01, 95.99, 0.04
12.992, TAKEOFF, 6.1173, -3.1173, 7.3404, 0.400619, -0.249381, -0.000000, -0.000000, -0.150000, -0.06, 0.00, 96.03, -0.02
13.296, TAKEOFF, 6.6353, -3.6353, 7.6122, 0.359174, -0.290826, -0.000000, -0.000000, -0.150000, -0.06, 0.00, 96.03, 0.06
13.577, TAKEOFF, 10.5654, -7.5654, 9.4395, 0.300000, -0.605234, -0.000000, -0.000000, -0.150000, -0.08, -0.01, 96.05, -0.01
13.862, TAKEOFF, 16.0946, -13.0946, 11.4784, 0.300000, -1.047572, -0.000000, -0.000000, -0.150000, -0.04, -0.01, 96.08, 0.02
14.146, TAKEOFF, 16.8592, -13.8592, 11.5122, 0.300000, -1.108734, -0.000000, -0.000000, -0.150000, -0.04, -0.01, 96.08, -0.04
14.447, TAKEOFF, 19.2206, -16.2206, 11.3959, 0.300000, -1.297650, -0.000000, -0.000000, -0.150000, -0.03, 0.00, 96.09, -0.07
14.737, TAKEOFF, 19.9629, -16.9629, 11.3281, 0.300000, -1.357036, -0.000000, -0.000000, -0.150000, -0.03, 0.01, 96.09, 0.04
15.022, TAKEOFF, 25.3490, -22.3490, 9.3935, 0.300000, -1.787924, -0.000000, -0.000000, -0.150000, -0.02, 0.02, 96.07, -0.05
15.310, TAKEOFF, 25.9257, -22.9257, 8.9912, 0.300000, -1.834059, -0.000000, -0.000000, -0.150000, -0.01, 0.02, 96.06, 0.02
15.622, TAKEOFF, 29.4272, -26.4272, 5.4921, 0.300000, -2.114172, -0.000000, -0.000000, -0.150000, 0.01, 0.03, 96.06, 0.05
15.920, TAKEOFF, 29.7350, -26.7350, 5.0231, 0.300000, -2.138796, -0.000000, -0.000000, -0.150000, 0.01, 0.04, 96.06, 0.03
16.212, TAKEOFF, 31.1233, -28.1233, 1.0952, 0.300000, -2.249864, -0.000000, -0.000000, -0.150000, 0.11, 0.03, 96.09, 0.01
16.509, TAKEOFF, 31.1495, -28.1495, 0.6269, 0.300000, -2.251962, -0.000000, -0.000000, -0.150000, 0.12, 0.03, 96.09, 0.03
16.808, TAKEOFF, 30.3440, -27.3440, -2.9972, 0.300000, -2.187523, -0.000000, 0.000000, -0.150000, 0.14, 0.02, 96.10, -0.05
17.088, TAKEOFF, 30.0779, -27.0779, -3.5229, 0.300000, -2.166230, -0.000000, 0.000000, -0.150000, 0.14, 0.02, 96.10, -0.05
17.374, TAKEOFF, 26.9814, -23.9814, -7.3735, 0.300000, -1.918510, -0.000000, 0.000000, -0.150000, 0.13, 0.01, 96.11, 0.01
17.658, TAKEOFF, 26.4040, -23.4040, -7.8976, 0.300000, -1.872321, -0.000000, 0.000000, -0.150000, 0.13, 0.01, 96.11, 0.02
17.940, TAKEOFF, 21.4187, -18.4187, -11.5014, 0.300000, -1.473497, -0.000000, 0.000000, -0.150000, 0.07, -0.02, 96.11, 0.03
18.237, TAKEOFF, 20.5485, -17.5485, -12.0237, 0.300000, -1.403880, -0.000000, 0.000000, -0.150000, 0.06, -0.02, 96.11, -0.02
18.519, TAKEOFF, 19.7439, -16.7439, -12.4875, 0.300000, -1.339512, -0.000000, 0.000000, -0.150000, 0.04, -0.03, 96.10, 0.04
18.795, TAKEOFF, 12.5193, -9.5193, -16.0774, 0.300000, -0.761544, -0.000000, 0.000000, -0.150000, 0.00, -0.02, 96.09, -0.01
19.072, TAKEOFF, 11.3250, -8.3250, -16.5973, 0.300000, -0.666003, -0.000000, 0.000000, -0.150000, 0.00, -0.02, 96.09, 0.02
19.375, TAKEOFF, 2.7405, 0.2595, -19.9452, 0.670760, 0.020760, -0.000000, 0.000000, -0.071296, 0.02, -0.01, 96.08, 0.02
19.662, TAKEOFF, 1.4364, 1.5636, -20.4061, 0.775091, 0.125091, 0.000000, 0.000000, 0.150000, 0.03, -0.02, 96.08, 0.00
19.850, TAKEOFF, -0.0657, 3.0657, -20.9247, 0.895258, 0.245258, 0.000000, 0.000000, 0.150000, 0.04, -0.01, 96.10, 0.02
20.140, TAKEOFF, -2.2086, 5.2086, -0.6174, 0.900000, 0.416688, 0.000000, 0.000000, 0.150000, 0.04, -0.01, 96.10, -0.05
20.445, TAKEOFF, -2.2061, 5.2061, -0.6077, 0.900000, 0.416487, 0.000000, 0.000000, 0.150000, 0.04, -0.01, 96.10, -0.03
20.730, TAKEOFF, -2.0391, 5.0391, -0.4995, 0.900000, 0.403124, 0.000000, 0.000000, 0.150000, 0.07, 0.00, 96.14, 0.03
20.991, TAKEOFF, -2.0117, 5.0117, -0.4864, 0.900000, 0.400939, 0.000000, 0.000000, 0.150000, 0.07, 0.00, 96.14, 0.04
21.254, TAKEOFF, -1.6749, 4.6749, -0.3424, 0.900000, 0.373990, 0.000000, 0.000000, 0.150000, 0.07, 0.02, 96.15, -0.00
21.506, TAKEOFF, -1.6456, 4.6456, -0.3310, 0.900000, 0.371651, 0.000000, 0.000000, 0.150000, 0.07, 0.01, 96.15, 0.01
21.777, TAKEOFF, -1.4930, 4.4930, -0.1237, 0.900000, 0.359437, 0.000000, 0.000000, 0.150000, 0.06, 0.02, 96.16, 0.01
22.037, TAKEOFF, -1.4476, 4.4476, 0.0868, 0.900000, 0.355807, 0.000000, -0.000000, 0.150000, 0.06, 0.02, 96.16, 0.03
22.305, TAKEOFF, -0.4359, 3.4359, 2.3022, 0.900000, 0.274876, 0.000000, -0.000000, 0.150000, 0.00, 0.05, 96.16, -0.00
22.569, TAKEOFF, -0.2052, 3.2052, 2.6097, 0.900000, 0.256417, 0.000000, -0.000000, 0.150000, -0.01, 0.05, 96.17, -0.04
22.828, TAKEOFF, 1.7993, 1.2007, 4.5872, 0.746054, 0.096054, 0.000000, -0.000000, 0.150000, -0.02, 0.08, 96.18, -0.02
23.104, TAKEOFF, 2.1459, 0.8541, 4.8593, 0.718327, 0.068327, 0.000000, -0.000000, 0.150000, -0.02, 0.08, 96.19, 0.01
23.359, TAKEOFF, 2.5564, 0.4436, 5.1655, 0.685490, 0.035490, 0.000000, -0.000000, 0.150000, -0.02, 0.09, 96.19, -0.02
23.620, TAKEOFF, 7.6102, -4.6102, 8.1133, 0.300000, -0.368818, -0.000000, -0.000000, -0.150000, 0.02, 0.04, 96.20, -0.02
23.878, TAKEOFF, 8.2453, -5.2453, 8.4168, 0.300000, -0.419620, -0.000000, -0.000000, -0.150000, 0.03, 0.03, 96.19, 0.00
24.144, TAKEOFF, 12.8404, -9.8404, 10.3665, 0.300000, -0.787232, -0.000000, -0.000000, -0.150000, 0.04, 0.03, 96.18, 0.03
24.438, TAKEOFF, 13.5419, -10.5419, 10.6343, 0.300000, -0.843353, -0.000000, -0.000000, -0.150000, 0.04, 0.03, 96.18, 0.02
24.702, TAKEOFF, 18.7110, -15.7110, 12.4224, 0.300000, -1.256882, -0.000000, -0.000000, -0.150000, 0.05, 0.01, 96.16, 0.02
24.972, TAKEOFF, 19.6381, -16.6381, 12.5007, 0.300000, -1.331046, -0.000000, -0.000000, -0.150000, 0.05, 0.00, 96.16, -0.00
25.241, TAKEOFF, 25.1805, -22.1805, 12.5540, 0.300000, -1.774437, -0.000000, -0.000000, -0.150000, 0.02, 0.01, 96.17, 0.01
25.510, TAKEOFF, 25.9911, -22.9911, 12.5181, 0.300000, -1.839286, -0.000000, -0.000000, -0.150000, 0.02, 0.01, 96.17, 0.03
25.793, TAKEOFF, 31.6183, -28.6183, 10.5640, 0.300000, -2.289464, -0.000000, -0.000000, -0.150000, 0.02, 0.02, 96.17, 0.03
26.061, TAKEOFF, 32.2668, -29.2668, 10.1000, 0.300000, -2.341340, -0.000000, -0.000000, -0.150000, 0.03, 0.02, 96.17, 0.00
26.325, TAKEOFF, 37.5674, -34.5674, 4.4815, 0.300000, -2.765390, -0.000000, -0.000000, -0.150000, -0.00, -0.04, 96.17, 0.04
26.589, TAKEOFF, 37.8095, -34.8095, 4.0124, 0.300000, -2.784763, -0.000000, -0.000000, -0.150000, 0.00, -0.04, 96.17, -0.02
26.858, TAKEOFF, 38.6661, -35.6661, 0.6137, 0.300000, -2.853289, -0.000000, -0.000000, -0.150000, 0.01, -0.04, 96.17, 0.03
27.142, TAKEOFF, 38.6589, -35.6589, 0.0874, 0.300000, -2.852708, -0.000000, -0.000000, -0.150000, 0.02, -0.04, 96.17, -0.05
27.406, TAKEOFF, 37.7115, -34.7115, -3.3023, 0.300000, -2.776920, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.15, 0.03
27.677, TAKEOFF, 37.4594, -34.4594, -3.7689, 0.300000, -2.756755, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.15, 0.06
27.942, TAKEOFF, 37.1403, -34.1403, -4.2937, 0.300000, -2.731224, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.16, 0.04
28.213, TAKEOFF, 34.4453, -31.4453, -7.4373, 0.300000, -2.515626, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.16, -0.04
28.497, TAKEOFF, 33.9327, -30.9327, -7.9022, 0.300000, -2.474614, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.16, -0.01
28.763, TAKEOFF, 29.2525, -26.2525, -11.3235, 0.300000, -2.100199, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.18, 0.02
29.038, TAKEOFF, 28.4962, -25.4962, -11.7864, 0.300000, -2.039694, -0.000000, 0.000000, -0.150000, 0.02, -0.04, 96.18, 0.04
29.310, TAKEOFF, 22.1342, -19.1342, -15.1385, 0.300000, -1.530740, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.19, 0.05
29.579, TAKEOFF, 21.0088, -18.0088, -15.6581, 0.300000, -1.440700, -0.000000, 0.000000, -0.150000, 0.02, -0.05, 96.19, 0.00
29.869, TAKEOFF, 12.8691, -9.8691, -19.0025, 0.300000, -0.789526, -0.000000, 0.000000, -0.150000, 0.02, -0.04, 96.18, 0.02
30.139, TAKEOFF, 11.6257, -8.6257, -19.4634, 0.300000, -0.690056, -0.000000, 0.000000, -0.150000, 0.01, -0.04, 96.18, 0.01
30.409, TAKEOFF, 0.8137, 2.1863, -23.0896, 0.824903, 0.174903, 0.000000, 0.000000, 0.150000, 0.01, -0.03, 96.19, 0.03
30.682, TAKEOFF, -0.6884, 3.6884, -23.5496, 0.900000, 0.295071, 0.000000, 0.000000, 0.150000, 0.01, -0.03, 96.19, -0.06
30.971, TAKEOFF, -2.4247, 5.4247, -0.6048, 0.900000, 0.433974, 0.000000, 0.000000, 0.150000, -0.01, -0.03, 96.16, -0.04
31.239, TAKEOFF, -2.3994, 5.3994, -0.5896, 0.900000, 0.431955, 0.000000, 0.000000, 0.150000, -0.01, -0.03, 96.16, 0.03
31.508, TAKEOFF, -2.1745, 5.1745, -0.4793, 0.900000, 0.413960, 0.000000, 0.000000, 0.150000, 0.00, -0.02, 96.16, 0.04
31.777, TAKEOFF, -2.1360, 5.1360, -0.4628, 0.900000, 0.410882, 0.000000, 0.000000, 0.150000, 0.00, -0.02, 96.16, -0.03
32.044, TAKEOFF, -2.0337, 5.0337, -0.4206, 0.900000, 0.402692, 0.000000, 0.000000, 0.150000, 0.00, -0.01, 96.16, 0.05
32.329, TAKEOFF, -2.0015, 5.0015, -0.4080, 0.900000, 0.400120, 0.000000, 0.000000, 0.150000, 0.00, -0.01, 96.16, 0.02
32.598, TAKEOFF, -1.9712, 4.9712, -0.3963, 0.900000, 0.397700, 0.000000, 0.000000, 0.150000, -0.03, 0.06, 96.13, -0.02
32.874, TAKEOFF, -1.1742, 4.1742, 1.5249, 0.900000, 0.333937, 0.000000, -0.000000, 0.150000, -0.03, 0.07, 96.13, 0.02
33.146, TAKEOFF, 0.5793, 2.4207, 3.6884, 0.843659, 0.193659, 0.000000, -0.000000, 0.150000, -0.05, 0.12, 96.12, 0.00
33.422, TAKEOFF, 0.8778, 2.1222, 3.9626, 0.819774, 0.169774, 0.000000, -0.000000, 0.150000, -0.05, 0.12, 96.12, 0.01
33.723, TAKEOFF, 3.5409, -0.5409, 5.9433, 0.606725, -0.043275, -0.000000, -0.000000, -0.012667, -0.04, 0.09, 96.13, 0.02
34.007, TAKEOFF, 4.0323, -1.0323, 6.2494, 0.567414, -0.082586, -0.000000, -0.000000, -0.150000, -0.03, 0.08, 96.14, 0.02
34.291, TAKEOFF, 4.4868, -1.4868, 6.5212, 0.531054, -0.118946, -0.000000, -0.000000, -0.150000, -0.03, 0.08, 96.13, -0.03
34.574, TAKEOFF, 8.2808, -5.2808, 8.4864, 0.300000, -0.422466, -0.000000, -0.000000, -0.150000, 0.01, 0.06, 96.06, -0.00
34.875, TAKEOFF, 8.9470, -5.9470, 8.7902, 0.300000, -0.475761, -0.000000, -0.000000, -0.150000, 0.02, 0.06, 96.05, 0.00
35.158, TAKEOFF, 13.7405, -10.7405, 10.7287, 0.300000, -0.859243, -0.000000, -0.000000, -0.150000, 0.09, 0.06, 96.05, 0.05
35.441, TAKEOFF, 14.4653, -11.4653, 10.9181, 0.300000, -0.917227, -0.000000, -0.000000, -0.150000, 0.09, 0.06, 96.06, -0.01
35.724, TAKEOFF, 20.5058, -17.5058, 12.1128, 0.300000, -1.400462, -0.000000, -0.000000, -0.150000, 0.09, 0.05, 96.16, -0.03
36.026, TAKEOFF, 21.2999, -18.2999, 12.0097, 0.300000, -1.463992, -0.000000, -0.000000, -0.150000, 0.08, 0.05, 96.16, 0.03
36.310, TAKEOFF, 27.0806, -24.0806, 10.5510, 0.300000, -1.926447, -0.000000, -0.000000, -0.150000, 0.03, 0.06, 96.19, -0.01
36.592, TAKEOFF, 27.7453, -24.7453, 10.3066, 0.300000, -1.979621, -0.000000, -0.000000, -0.150000, 0.02, 0.06, 96.20, 0.03
36.878, TAKEOFF, 32.1749, -29.1749, 7.4505, 0.300000, -2.333995, -0.000000, -0.000000, -0.150000, 0.00, 0.04, 96.16, 0.04
37.157, TAKEOFF, 32.6720, -29.6720, 6.9260, 0.300000, -2.373761, -0.000000, -0.000000, -0.150000, 0.00, 0.03, 96.15, -0.01
37.460, TAKEOFF, 35.5552, -32.5552, 1.3148, 0.300000, -2.604419, -0.000000, -0.000000, -0.150000, -0.01, -0.04, 96.13, 0.01
37.738, TAKEOFF, 35.5999, -32.5999, 0.8473, 0.300000, -2.607992, -0.000000, -0.000000, -0.150000, -0.01, -0.04, 96.13, -0.07
38.022, TAKEOFF, 35.6150, -32.6150, 0.3804, 0.300000, -2.609197, -0.000000, -0.000000, -0.150000, -0.02, -0.04, 96.13, -0.05
38.305, TAKEOFF, 34.6843, -31.6843, -3.2984, 0.300000, -2.534745, -0.000000, 0.000000, -0.150000, -0.02, -0.04, 96.13, -0.03
38.610, TAKEOFF, 34.4344, -31.4344, -3.7647, 0.300000, -2.514753, -0.000000, 0.000000, -0.150000, -0.02, -0.04, 96.13, -0.01
38.902, TAKEOFF, 31.4327, -28.4327, -7.4315, 0.300000, -2.274619, -0.000000, 0.000000, -0.150000, -0.02, -0.04, 96.13, 0.03
39.189, TAKEOFF, 30.9204, -27.9204, -7.8962, 0.300000, -2.233633, -0.000000, 0.000000, -0.150000, -0.02, -0.04, 96.13, 0.01
39.488, TAKEOFF, 25.9493, -22.9493, -11.4963, 0.300000, -1.835943, -0.000000, 0.000000, -0.150000, -0.01, -0.05, 96.13, 0.02
39.793, TAKEOFF, 25.0815, -22.0815, -12.0179, 0.300000, -1.766523, -0.000000, 0.000000, -0.150000, -0.01, -0.05, 96.13, 0.01
40.088, TAKEOFF, 18.6019, -15.6019, -15.3759, 0.300000, -1.248149, -0.000000, 0.000000, -0.150000, -0.00, -0.04, 96.14, 0.05
40.377, TAKEOFF, 17.5874, -14.5874, -15.8384, 0.300000, -1.166989, -0.000000, 0.000000, -0.150000, -0.00, -0.04, 96.14, 0.03
40.665, TAKEOFF, 16.4106, -13.4106, -16.3588, 0.300000, -1.072844, -0.000000, 0.000000, -0.150000, -0.00, -0.04, 96.17, -0.04
40.974, TAKEOFF, 7.3026, -4.3026, -19.9368, 0.305792, -0.344208, -0.000000, 0.000000, -0.150000, -0.00, -0.04, 96.17, 0.01
41.239, TAKEOFF, 5.8349, -2.8349, -20.4553, 0.423204, -0.226796, -0.000000, 0.000000, -0.150000, -0.00, -0.04, 96.17, -0.00
41.497, TAKEOFF, -2.5109, 5.5109, -0.6513, 0.900000, 0.440870, 0.000000, 0.000000, 0.150000, -0.00, -0.04, 96.14, 0.01
41.754, TAKEOFF, -2.5029, 5.5029, -0.6405, 0.900000, 0.440229, 0.000000, 0.000000, 0.150000, -0.00, -0.04, 96.12, -0.00
42.011, TAKEOFF, -2.3016, 5.3016, -0.5249, 0.900000, 0.424130, 0.000000, 0.000000, 0.150000, -0.03, -0.02, 96.02, -0.01
42.287, TAKEOFF, -2.2710, 5.2710, -0.5109, 0.900000, 0.421680, 0.000000, 0.000000, 0.150000, -0.03, -0.01, 96.01, -0.00
42.545, TAKEOFF, -2.0370, 5.0370, -0.4122, 0.900000, 0.402957, 0.000000, 0.000000, 0.150000, -0.04, -0.00, 95.98, -0.05
42.804, TAKEOFF, -2.0032, 5.0032, -0.3991, 0.900000, 0.400256, 0.000000, 0.000000, 0.150000, -0.03, -0.01, 95.99, 0.04
43.062, TAKEOFF, -1.7953, 4.7953, -0.3224, 0.900000, 0.383624, 0.000000, 0.000000, 0.150000, -0.04, -0.01, 96.01, -0.04
43.321, TAKEOFF, -1.7681, 4.7681, -0.3128, 0.900000, 0.381446, 0.000000, 0.000000, 0.150000, -0.04, -0.01, 96.01, 0.04
43.600, TAKEOFF, -1.7385, 4.7385, -0.3027, 0.900000, 0.379079, 0.000000, 0.000000, 0.150000, -0.04, -0.01, 96.00, 0.00
43.858, TAKEOFF, -1.4054, 4.4054, 0.8586, 0.900000, 0.352430, 0.000000, -0.000000, 0.150000, -0.05, 0.02, 95.98, 0.05
44.122, TAKEOFF, -1.2933, 4.2933, 1.1307, 0.900000, 0.343466, 0.000000, -0.000000, 0.150000, -0.05, 0.03, 95.97, 0.02
44.389, TAKEOFF, 0.0718, 2.9282, 3.1411, 0.884256, 0.234256, 0.000000, -0.000000, 0.150000, -0.07, 0.09, 95.92, -0.04
44.651, TAKEOFF, 0.3287, 2.6713, 3.4134, 0.863707, 0.213707, 0.000000, -0.000000, 0.150000, -0.07, 0.09, 95.91, -0.04
44.930, TAKEOFF, 4.2122, -1.2122, 6.3660, 0.553023, -0.096977, -0.000000, -0.000000, -0.150000, 0.02, 0.09, 95.84, -0.02
45.190, TAKEOFF, 4.7267, -1.7267, 6.6702, 0.511864, -0.138136, -0.000000, -0.000000, -0.150000, 0.04, 0.09, 95.83, 0.02
45.454, TAKEOFF, 8.5442, -5.5442, 8.6225, 0.300000, -0.443532, -0.000000, -0.000000, -0.150000, 0.06, 0.10, 95.80, 0.00
