# PX4 Flight Data Log
# Test started: 2025-12-23 16:51:09
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
8.896, TAKEOFF, 4.8812, -1.8812, 4.8610, 0.400000, -0.075247, -0.001200, -0.729157, -0.150000, -0.02, 0.02, 96.57, 0.04
9.147, TAKEOFF, 5.2101, -2.2101, 4.9611, 0.400000, -0.088404, -0.001200, -0.744171, -0.150000, -0.03, 0.02, 96.57, 0.01
9.422, TAKEOFF, 7.6826, -4.6826, 4.7777, 0.400000, -0.187303, -0.001200, -0.716658, -0.150000, -0.02, 0.03, 96.56, 0.03
9.675, TAKEOFF, 7.9830, -4.9830, 4.4772, 0.400000, -0.199321, -0.001200, -0.671574, -0.150000, -0.01, 0.03, 96.56, -0.04
9.938, TAKEOFF, 9.4897, -6.4897, 1.7565, 0.400000, -0.259586, -0.001200, -0.263475, -0.150000, -0.00, 0.03, 96.57, 0.02
10.199, TAKEOFF, 9.5800, -6.5800, 1.3276, 0.400000, -0.263202, -0.001200, -0.199146, -0.150000, -0.00, 0.03, 96.57, 0.02
10.458, TAKEOFF, 9.3985, -6.3985, -1.4463, 0.579802, -0.255939, -0.001200, 0.216941, -0.150000, 0.01, 0.01, 96.56, -0.02
10.740, TAKEOFF, 9.2701, -6.2701, -1.8293, 0.642394, -0.250805, -0.001200, 0.274399, -0.150000, 0.02, 0.01, 96.56, 0.00
11.005, TAKEOFF, 7.7234, -4.7234, -4.4617, 0.850000, -0.188938, -0.001200, 0.669261, -0.150000, 0.04, -0.01, 96.55, -0.01
11.272, TAKEOFF, 7.4031, -4.4031, -4.8439, 0.850000, -0.176123, -0.001200, 0.726581, -0.150000, 0.04, -0.01, 96.55, 0.02
11.538, TAKEOFF, 4.6044, -1.6044, -7.4209, 0.850000, -0.064177, -0.001200, 1.113129, -0.150000, 0.03, -0.01, 96.56, -0.06
11.811, TAKEOFF, 4.0957, -1.0957, -7.8024, 0.850000, -0.043827, -0.001200, 1.170360, -0.150000, 0.02, -0.02, 96.56, -0.03
12.105, TAKEOFF, -0.4036, 3.4036, -10.6134, 0.850000, 0.136144, 0.001200, 1.592007, 0.150000, 0.02, 0.00, 96.58, -0.00
12.381, TAKEOFF, -0.8163, 3.8163, -0.2781, 0.835565, 0.152652, 0.001200, 0.041712, 0.150000, 0.02, 0.00, 96.58, -0.00
12.656, TAKEOFF, -0.9464, 3.9464, -0.2842, 0.841689, 0.157856, 0.001200, 0.042633, 0.150000, 0.02, 0.01, 96.58, -0.01
12.926, TAKEOFF, -0.9450, 3.9450, -0.2785, 0.840772, 0.157798, 0.001200, 0.041774, 0.150000, 0.02, 0.01, 96.58, 0.01
13.222, TAKEOFF, -0.4283, 3.4283, 1.2532, 0.590351, 0.137132, 0.001200, -0.187980, 0.150000, 0.01, 0.03, 96.59, -0.05
13.492, TAKEOFF, -0.2917, 3.2917, 1.4677, 0.552712, 0.131668, 0.001200, -0.220156, 0.150000, 0.01, 0.03, 96.59, 0.08
13.772, TAKEOFF, 1.0678, 1.9322, 2.9450, 0.400000, 0.077287, 0.001200, -0.441745, 0.150000, 0.00, 0.04, 96.59, -0.04
14.054, TAKEOFF, 1.3247, 1.6753, 3.1590, 0.400000, 0.067011, 0.001200, -0.473843, 0.150000, 0.00, 0.04, 96.59, 0.04
14.355, TAKEOFF, 3.3190, -0.3190, 4.4453, 0.400000, -0.012762, 0.000433, -0.666802, 0.054184, 0.00, 0.04, 96.59, 0.02
14.631, TAKEOFF, 3.6365, -0.6365, 4.6170, 0.400000, -0.025459, -0.000971, -0.692544, -0.121420, 0.01, 0.04, 96.58, -0.04
14.913, TAKEOFF, 6.5052, -3.5052, 5.9848, 0.400000, -0.140209, -0.001200, -0.897723, -0.150000, 0.03, 0.04, 96.56, 0.02
15.190, TAKEOFF, 6.9123, -3.9123, 5.9697, 0.400000, -0.156493, -0.001200, -0.895448, -0.150000, 0.03, 0.04, 96.56, 0.01
15.473, TAKEOFF, 9.6435, -6.6435, 4.4146, 0.400000, -0.265741, -0.001200, -0.662183, -0.150000, 0.02, 0.03, 96.57, -0.03
15.777, TAKEOFF, 9.9158, -6.9158, 4.0704, 0.400000, -0.276632, -0.001200, -0.610560, -0.150000, 0.01, 0.03, 96.57, 0.04
16.061, TAKEOFF, 11.1312, -8.1312, 1.1298, 0.400000, -0.325249, -0.001200, -0.169474, -0.150000, 0.01, -0.01, 96.59, 0.02
16.353, TAKEOFF, 11.1784, -8.1784, 0.7000, 0.400000, -0.327138, -0.001200, -0.105007, -0.150000, 0.01, -0.01, 96.59, -0.00
16.641, TAKEOFF, 11.1941, -8.1941, 0.3180, 0.400000, -0.327764, -0.001200, -0.047703, -0.150000, -0.00, -0.01, 96.60, 0.01
16.940, TAKEOFF, 10.5651, -7.5651, -2.4527, 0.684104, -0.302604, -0.001200, 0.367908, -0.150000, -0.00, -0.01, 96.60, 0.01
17.224, TAKEOFF, 8.2284, -5.2284, -5.6509, 0.850000, -0.209136, -0.001200, 0.847634, -0.150000, 0.02, -0.01, 96.60, -0.01
17.506, TAKEOFF, 7.8351, -4.8351, -6.0324, 0.850000, -0.193402, -0.001200, 0.904859, -0.150000, 0.02, -0.01, 96.60, -0.04
17.795, TAKEOFF, 3.8833, -0.8833, -9.0337, 0.850000, -0.035334, -0.001200, 1.355055, -0.150000, -0.01, -0.02, 96.60, 0.01
18.105, TAKEOFF, 3.2734, -0.2734, -9.4146, 0.850000, -0.010936, -0.001200, 1.412189, -0.150000, -0.01, -0.02, 96.60, -0.01
18.389, TAKEOFF, -1.0639, 4.0639, -0.3048, 0.849474, 0.162555, 0.001200, 0.045719, 0.150000, -0.02, -0.01, 96.59, 0.01
18.676, TAKEOFF, -1.0881, 4.0881, -0.3080, 0.850000, 0.163523, 0.001200, 0.046200, 0.150000, -0.02, -0.01, 96.59, -0.06
18.959, TAKEOFF, -1.1040, 4.1040, -0.2756, 0.846704, 0.164159, 0.001200, 0.041345, 0.150000, 0.00, -0.01, 96.62, -0.02
19.265, TAKEOFF, -1.0910, 4.0910, -0.1359, 0.825220, 0.163641, 0.001200, 0.020379, 0.150000, 0.00, -0.00, 96.62, -0.00
19.566, TAKEOFF, -0.5177, 3.5177, 1.3581, 0.578198, 0.140710, 0.001200, -0.203712, 0.150000, 0.03, 0.04, 96.62, -0.05
19.857, TAKEOFF, -0.3875, 3.3875, 1.5490, 0.544349, 0.135499, 0.001200, -0.232350, 0.150000, 0.03, 0.05, 96.62, -0.06
20.150, TAKEOFF, -0.2446, 3.2446, 1.7401, 0.509964, 0.129782, 0.001200, -0.261018, 0.150000, 0.04, 0.07, 96.62, 0.02
20.463, TAKEOFF, 1.3016, 1.6984, 3.2426, 0.400000, 0.067938, 0.001200, -0.486386, 0.150000, 0.04, 0.07, 96.62, -0.01
20.722, TAKEOFF, 1.5495, 1.4505, 3.4315, 0.400000, 0.058019, 0.001200, -0.514732, 0.150000, 0.04, 0.07, 96.62, -0.02
20.988, TAKEOFF, 3.9021, -0.9021, 4.9164, 0.400000, -0.036083, -0.000722, -0.737454, -0.090279, 0.03, 0.08, 96.64, 0.01
21.245, TAKEOFF, 4.2517, -1.2517, 5.1006, 0.400000, -0.050067, -0.001200, -0.765087, -0.150000, 0.02, 0.08, 96.65, 0.01
21.506, TAKEOFF, 7.5875, -4.5875, 6.3920, 0.400000, -0.183498, -0.001200, -0.958802, -0.150000, 0.02, 0.07, 96.65, -0.05
21.782, TAKEOFF, 8.0146, -5.0146, 6.2368, 0.400000, -0.200584, -0.001200, -0.935525, -0.150000, 0.01, 0.07, 96.65, 0.05
22.040, TAKEOFF, 10.7929, -7.7929, 4.5924, 0.400000, -0.311716, -0.001200, -0.688858, -0.150000, -0.00, 0.05, 96.69, 0.02
22.306, TAKEOFF, 11.1106, -8.1106, 4.2962, 0.400000, -0.324425, -0.001200, -0.644432, -0.150000, -0.00, 0.05, 96.69, 0.01
22.564, TAKEOFF, 12.6560, -9.6560, 1.5941, 0.400000, -0.386238, -0.001200, -0.239115, -0.150000, 0.01, 0.08, 96.66, -0.02
22.823, TAKEOFF, 12.7396, -9.7396, 1.1651, 0.400000, -0.389583, -0.001200, -0.174769, -0.150000, 0.02, 0.08, 96.65, -0.03
23.097, TAKEOFF, 12.5127, -9.5127, -1.6044, 0.478947, -0.380509, -0.001200, 0.240657, -0.150000, 0.03, 0.04, 96.64, 0.02
23.356, TAKEOFF, 9.4903, -6.4903, -5.9973, 0.850000, -0.259612, -0.001200, 0.899597, -0.150000, 0.01, -0.01, 96.65, 0.06
23.613, TAKEOFF, 9.0749, -6.0749, -6.3790, 0.850000, -0.242995, -0.001200, 0.956846, -0.150000, 0.01, -0.02, 96.65, 0.01
23.874, TAKEOFF, 7.6190, -4.6190, -7.5708, 0.850000, -0.184761, -0.001200, 1.135627, -0.150000, 0.01, -0.02, 96.65, -0.00
24.139, TAKEOFF, 7.1030, -4.1030, -7.9521, 0.850000, -0.164121, -0.001200, 1.192808, -0.150000, 0.02, -0.01, 96.65, 0.02
24.426, TAKEOFF, 2.5473, 0.4527, -10.7606, 0.850000, 0.018108, -0.000162, 1.614097, -0.020255, 0.01, -0.02, 96.66, -0.04
24.689, TAKEOFF, 1.8288, 1.1712, -11.1408, 0.850000, 0.046849, 0.001200, 1.671122, 0.150000, 0.01, -0.02, 96.66, -0.01
24.955, TAKEOFF, -1.2334, 4.2334, -0.3239, 0.850000, 0.169337, 0.001200, 0.048581, 0.150000, 0.02, -0.02, 96.66, -0.03
25.224, TAKEOFF, -1.2452, 4.2452, -0.1624, 0.835369, 0.169809, 0.001200, 0.024360, 0.150000, 0.02, -0.01, 96.65, -0.00
25.493, TAKEOFF, -0.8649, 3.8649, 1.1052, 0.630016, 0.154595, 0.001200, -0.165779, 0.150000, 0.00, 0.03, 96.62, -0.02
25.778, TAKEOFF, -0.7506, 3.7506, 1.2964, 0.596768, 0.150026, 0.001200, -0.194458, 0.150000, 0.00, 0.04, 96.63, 0.04
26.043, TAKEOFF, 0.5981, 2.4019, 2.8064, 0.400000, 0.096076, 0.001200, -0.420962, 0.150000, 0.03, 0.07, 96.68, -0.01
26.307, TAKEOFF, 0.8227, 2.1773, 2.9976, 0.400000, 0.087093, 0.001200, -0.449637, 0.150000, 0.03, 0.07, 96.68, 0.01
26.573, TAKEOFF, 2.8146, 0.1854, 4.3823, 0.400000, 0.007417, 0.001200, -0.657351, 0.150000, 0.03, 0.07, 96.68, 0.01
26.846, TAKEOFF, 3.1798, -0.1798, 4.5968, 0.400000, -0.007192, 0.000809, -0.689520, 0.101122, 0.03, 0.08, 96.68, 0.05
27.132, TAKEOFF, 6.0764, -3.0764, 5.8378, 0.400000, -0.123057, -0.001200, -0.875677, -0.150000, 0.02, 0.06, 96.68, 0.01
27.407, TAKEOFF, 6.5268, -3.5268, 5.7154, 0.400000, -0.141074, -0.001200, -0.857314, -0.150000, 0.02, 0.06, 96.68, -0.02
27.673, TAKEOFF, 9.0722, -6.0722, 4.5676, 0.400000, -0.242888, -0.001200, -0.685146, -0.150000, 0.02, 0.07, 96.65, -0.01
27.939, TAKEOFF, 9.3605, -6.3605, 4.2086, 0.400000, -0.254420, -0.001200, -0.631287, -0.150000, 0.02, 0.08, 96.65, -0.01
28.209, TAKEOFF, 10.6575, -7.6575, 1.4159, 0.400000, -0.306302, -0.001200, -0.212388, -0.150000, 0.01, 0.05, 96.66, -0.00
28.491, TAKEOFF, 10.7241, -7.7241, 1.0347, 0.400000, -0.308966, -0.001200, -0.155205, -0.150000, 0.01, 0.05, 96.66, -0.01
28.758, TAKEOFF, 10.7685, -7.7685, -0.1585, 0.400000, -0.310740, -0.001200, 0.023774, -0.150000, 0.01, 0.03, 96.66, -0.00
29.041, TAKEOFF, 10.7313, -7.7313, -0.5401, 0.400000, -0.309254, -0.001200, 0.081013, -0.150000, 0.01, 0.03, 96.66, -0.02
29.319, TAKEOFF, 9.5804, -6.5804, -3.5452, 0.850000, -0.263217, -0.001200, 0.531775, -0.150000, 0.04, 0.01, 96.63, 0.02
29.593, TAKEOFF, 9.3251, -6.3251, -3.9263, 0.850000, -0.253005, -0.001200, 0.588939, -0.150000, 0.04, 0.01, 96.63, -0.01
29.882, TAKEOFF, 6.7428, -3.7428, -6.6902, 0.850000, -0.149713, -0.001200, 1.003530, -0.150000, 0.03, -0.00, 96.61, 0.02
30.152, TAKEOFF, 2.4868, 0.5132, -9.6882, 0.850000, 0.020528, -0.000090, 1.453226, -0.011204, 0.02, -0.00, 96.62, -0.01
30.424, TAKEOFF, 1.8387, 1.1613, -10.0685, 0.850000, 0.046452, 0.001200, 1.510279, 0.150000, 0.02, -0.00, 96.62, 0.01
30.694, TAKEOFF, -1.2353, 4.2353, -0.3178, 0.850000, 0.169410, 0.001200, 0.047674, 0.150000, 0.01, -0.00, 96.62, -0.02
30.990, TAKEOFF, -1.2452, 4.2452, -0.3162, 0.850000, 0.169810, 0.001200, 0.047426, 0.150000, 0.01, -0.00, 96.62, 0.01
31.263, TAKEOFF, -1.1218, 4.1218, 0.3888, 0.747753, 0.164871, 0.001200, -0.058318, 0.150000, -0.00, 0.01, 96.57, 0.01
31.541, TAKEOFF, -1.0455, 4.0455, 0.6028, 0.712605, 0.161821, 0.001200, -0.090417, 0.150000, 0.00, 0.02, 96.57, -0.02
31.814, TAKEOFF, -0.9633, 3.9633, 0.7937, 0.680673, 0.158531, 0.001200, -0.119058, 0.150000, 0.01, 0.05, 96.55, 0.01
32.089, TAKEOFF, 0.0109, 2.9891, 2.1803, 0.433727, 0.119565, 0.001200, -0.327038, 0.150000, 0.01, 0.06, 96.55, -0.01
32.377, TAKEOFF, 0.2181, 2.7819, 2.3948, 0.400000, 0.111276, 0.001200, -0.359227, 0.150000, 0.01, 0.06, 96.55, 0.02
32.649, TAKEOFF, 1.9123, 1.0877, 3.7721, 0.400000, 0.043507, 0.001200, -0.565819, 0.150000, 0.00, 0.11, 96.54, 0.03
32.924, TAKEOFF, 2.1939, 0.8061, 3.9614, 0.400000, 0.032243, 0.001200, -0.594213, 0.150000, 0.00, 0.11, 96.54, 0.01
33.196, TAKEOFF, 4.8168, -1.8168, 5.4196, 0.400000, -0.072673, -0.001200, -0.812936, -0.150000, 0.00, 0.11, 96.54, -0.02
33.490, TAKEOFF, 5.1952, -2.1952, 5.4719, 0.400000, -0.087809, -0.001200, -0.820792, -0.150000, 0.00, 0.11, 96.55, 0.01
33.773, TAKEOFF, 8.1709, -5.1709, 5.4926, 0.400000, -0.206835, -0.001200, -0.823890, -0.150000, 0.00, 0.11, 96.55, -0.04
34.056, TAKEOFF, 8.5374, -5.5374, 5.4336, 0.400000, -0.221495, -0.001200, -0.815047, -0.150000, 0.01, 0.11, 96.55, -0.01
34.340, TAKEOFF, 11.0006, -8.0006, 3.5491, 0.400000, -0.320024, -0.001200, -0.532362, -0.150000, 0.02, 0.11, 96.53, -0.02
34.623, TAKEOFF, 11.9579, -8.9579, 0.6019, 0.400000, -0.358317, -0.001200, -0.090286, -0.150000, 0.01, 0.06, 96.55, -0.02
34.923, TAKEOFF, 11.9696, -8.9696, 0.2198, 0.400000, -0.358783, -0.001200, -0.032973, -0.150000, 0.01, 0.06, 96.55, 0.00
35.207, TAKEOFF, 11.1887, -8.1887, -2.7906, 0.709839, -0.327548, -0.001200, 0.418587, -0.150000, 0.01, 0.04, 96.55, 0.02
35.491, TAKEOFF, 10.9803, -7.9803, -3.1724, 0.775445, -0.319212, -0.001200, 0.475857, -0.150000, 0.01, 0.04, 96.54, 0.01
35.776, TAKEOFF, 8.4831, -5.4831, -6.1791, 0.850000, -0.219324, -0.001200, 0.926864, -0.150000, 0.02, 0.03, 96.54, -0.02
36.090, TAKEOFF, 8.0582, -5.0582, -6.5605, 0.850000, -0.202328, -0.001200, 0.984080, -0.150000, 0.02, 0.04, 96.54, -0.04
36.373, TAKEOFF, 3.8703, -0.8703, -9.5580, 0.850000, -0.034813, -0.001200, 1.433706, -0.150000, 0.01, 0.02, 96.54, 0.02
36.659, TAKEOFF, 3.2315, -0.2315, -9.9381, 0.850000, -0.009261, -0.001200, 1.490718, -0.150000, 0.02, 0.02, 96.54, 0.00
36.941, TAKEOFF, -1.2127, 4.2127, -0.3218, 0.850000, 0.168510, 0.001200, 0.048263, 0.150000, 0.01, 0.02, 96.54, 0.02
37.240, TAKEOFF, -1.2423, 4.2423, -0.3261, 0.850000, 0.169694, 0.001200, 0.048917, 0.150000, 0.02, 0.02, 96.55, -0.00
37.524, TAKEOFF, -1.2604, 4.2604, -0.3271, 0.850000, 0.170416, 0.001200, 0.049063, 0.150000, 0.03, 0.03, 96.60, 0.00
37.806, TAKEOFF, -1.1822, 4.1822, 0.1387, 0.787684, 0.167287, 0.001200, -0.020802, 0.150000, 0.02, 0.04, 96.60, 0.01
38.091, TAKEOFF, -0.3884, 3.3884, 1.7092, 0.520359, 0.135535, 0.001200, -0.256376, 0.150000, 0.02, 0.09, 96.56, 0.03
38.391, TAKEOFF, -0.2133, 3.2133, 1.9241, 0.481119, 0.128533, 0.001200, -0.288614, 0.150000, 0.02, 0.10, 96.56, 0.03
38.678, TAKEOFF, 1.4058, 1.5942, 3.4029, 0.400000, 0.063768, 0.001200, -0.510434, 0.150000, 0.02, 0.12, 96.56, -0.04
38.968, TAKEOFF, 1.6662, 1.3338, 3.5930, 0.400000, 0.053352, 0.001200, -0.538956, 0.150000, 0.01, 0.12, 96.57, 0.01
39.258, TAKEOFF, 4.3009, -1.3009, 5.1786, 0.400000, -0.052036, -0.001200, -0.776787, -0.150000, 0.01, 0.12, 96.57, 0.05
39.548, TAKEOFF, 4.6701, -1.6701, 5.3674, 0.400000, -0.066802, -0.001200, -0.805106, -0.150000, 0.01, 0.13, 96.57, -0.01
39.857, TAKEOFF, 7.9124, -4.9124, 6.4096, 0.400000, -0.196494, -0.001200, -0.961433, -0.150000, 0.02, 0.11, 96.51, 0.01
40.143, TAKEOFF, 8.3402, -5.3402, 6.2167, 0.400000, -0.213609, -0.001200, -0.932501, -0.150000, 0.02, 0.11, 96.50, 0.03
40.432, TAKEOFF, 11.1399, -8.1399, 3.8707, 0.400000, -0.325598, -0.001200, -0.580609, -0.150000, 0.01, 0.08, 96.54, 0.03
40.724, TAKEOFF, 11.3711, -8.3711, 3.5002, 0.400000, -0.334844, -0.001200, -0.525037, -0.150000, 0.01, 0.07, 96.54, -0.04
41.030, TAKEOFF, 12.2926, -9.2926, 0.3062, 0.400000, -0.371704, -0.001200, -0.045929, -0.150000, 0.02, 0.03, 96.53, -0.00
41.291, TAKEOFF, 12.2838, -9.2838, -0.0761, 0.400000, -0.371353, -0.001200, 0.011417, -0.150000, 0.02, 0.03, 96.53, 0.05
41.557, TAKEOFF, 11.2411, -8.2411, -3.2774, 0.780764, -0.329645, -0.001200, 0.491609, -0.150000, 0.02, 0.01, 96.52, -0.03
41.814, TAKEOFF, 11.0017, -8.0017, -3.6594, 0.847647, -0.320069, -0.001200, 0.548916, -0.150000, 0.02, 0.01, 96.52, -0.00
42.073, TAKEOFF, 10.0957, -7.0957, -4.8525, 0.850000, -0.283827, -0.001200, 0.727873, -0.150000, 0.02, 0.02, 96.52, 0.01
42.349, TAKEOFF, 9.7105, -6.7105, -5.2822, 0.850000, -0.268419, -0.001200, 0.792330, -0.150000, 0.02, 0.02, 96.52, 0.03
42.607, TAKEOFF, 5.9509, -2.9509, -8.4268, 0.850000, -0.118035, -0.001200, 1.264025, -0.150000, 0.02, 0.01, 96.52, -0.00
42.873, TAKEOFF, 5.3108, -2.3108, -8.8550, 0.850000, -0.092431, -0.001200, 1.328249, -0.150000, 0.02, 0.02, 96.52, -0.01
43.134, TAKEOFF, 0.0748, 2.9252, -11.7992, 0.850000, 0.117010, 0.001200, 1.769875, 0.150000, 0.02, 0.02, 96.52, -0.04
43.304, TAKEOFF, -1.2997, 4.2997, -0.0841, 0.825799, 0.171988, 0.001200, 0.012611, 0.150000, 0.02, 0.04, 96.52, -0.01
43.578, TAKEOFF, -1.2768, 4.2768, 0.0933, 0.798277, 0.171073, 0.001200, -0.013996, 0.150000, 0.02, 0.06, 96.51, 0.00
43.837, TAKEOFF, -0.6742, 3.6742, 1.4551, 0.569912, 0.146970, 0.001200, -0.218258, 0.150000, 0.02, 0.11, 96.45, 0.01
44.095, TAKEOFF, -0.5343, 3.5343, 1.6467, 0.535559, 0.141372, 0.001200, -0.247012, 0.150000, 0.02, 0.12, 96.45, 0.01
44.358, TAKEOFF, 0.8853, 2.1147, 3.0597, 0.400000, 0.084587, 0.001200, -0.458962, 0.150000, 0.03, 0.12, 96.47, -0.02
44.623, TAKEOFF, 1.1286, 1.8714, 3.2510, 0.400000, 0.074855, 0.001200, -0.487651, 0.150000, 0.03, 0.12, 96.47, 0.03
44.901, TAKEOFF, 2.7534, 0.2466, 4.3455, 0.400000, 0.009866, 0.001200, -0.651826, 0.150000, 0.03, 0.12, 96.46, -0.02
45.156, TAKEOFF, 3.0737, -0.0737, 4.5060, 0.400000, -0.002947, 0.001050, -0.675895, 0.131192, 0.02, 0.12, 96.45, 0.02
45.417, TAKEOFF, 5.6865, -2.6865, 5.4330, 0.400000, -0.107460, -0.001200, -0.814957, -0.150000, 0.02, 0.10, 96.41, -0.00
