# PX4 Flight Data Log
# Test started: 2025-12-23 17:53:43
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
3.038, TAKEOFF, 0.4155, 2.5845, 0.5961, 0.697730, 0.077536, 0.000000, -0.029807, 0.150000, -0.04, -0.03, 96.00, -0.03
3.344, TAKEOFF, 0.4688, 2.5312, 0.6326, 0.694306, 0.075937, 0.000000, -0.031631, 0.150000, -0.04, -0.03, 96.01, -0.01
3.654, TAKEOFF, 1.0348, 1.9652, 0.9355, 0.662180, 0.058955, 0.000000, -0.046776, 0.150000, -0.01, -0.06, 96.10, -0.01
3.953, TAKEOFF, 1.3108, 1.6892, 1.0464, 0.648356, 0.050676, 0.000000, -0.052319, 0.150000, 0.01, -0.06, 96.11, -0.00
4.263, TAKEOFF, 1.4012, 1.5988, 1.0791, 0.644011, 0.047964, 0.000000, -0.053953, 0.150000, 0.01, -0.05, 96.12, -0.04
4.554, TAKEOFF, 1.7908, 1.2092, 1.1694, 0.627807, 0.036276, 0.000000, -0.058468, 0.150000, 0.03, -0.04, 96.13, 0.01
4.827, TAKEOFF, 1.8885, 1.1115, 1.1807, 0.624308, 0.033344, 0.000000, -0.059036, 0.150000, 0.03, -0.05, 96.05, -0.00
5.109, TAKEOFF, 2.5876, 0.4124, 1.0254, 0.611100, 0.012372, 0.000000, -0.051271, 0.150000, 0.01, -0.04, 96.06, -0.04
5.390, TAKEOFF, 2.6694, 0.3306, 0.9738, 0.611228, 0.009918, 0.000000, -0.048690, 0.150000, -0.00, -0.03, 96.05, 0.00
5.597, TAKEOFF, 3.1065, -0.1065, 0.3970, 0.626954, -0.003194, 0.000000, -0.019852, 0.127972, -0.00, -0.01, 96.03, -0.00
5.888, TAKEOFF, 3.1345, -0.1345, 0.2801, 0.631957, -0.004036, 0.000000, -0.014007, 0.088808, -0.00, -0.00, 96.03, -0.01
6.177, TAKEOFF, 3.0633, -0.0633, -0.6415, 0.680178, -0.001898, 0.000000, 0.032077, 0.070537, -0.01, -0.01, 96.02, 0.04
6.469, TAKEOFF, 3.0143, -0.0143, -0.7862, 0.688880, -0.000430, 0.000000, 0.039310, 0.066346, -0.01, -0.01, 96.02, 0.07
6.776, TAKEOFF, 2.3688, 0.6312, -1.8512, 0.761497, 0.018937, 0.000000, 0.092560, 0.150000, -0.03, -0.02, 96.02, -0.02
7.075, TAKEOFF, 2.2449, 0.7551, -2.0046, 0.772882, 0.022652, 0.000000, 0.100231, 0.150000, -0.02, -0.02, 96.02, 0.06
7.370, TAKEOFF, 1.1185, 1.8815, -3.0705, 0.859970, 0.056446, 0.000000, 0.153523, 0.150000, -0.04, -0.03, 96.02, -0.02
7.675, TAKEOFF, 0.9163, 2.0837, -3.2076, 0.872890, 0.062510, 0.000000, 0.160379, 0.150000, -0.04, -0.04, 96.02, -0.03
8.000, TAKEOFF, -0.5588, 3.5588, -0.2716, 0.770345, 0.106764, 0.000000, 0.013582, 0.150000, -0.03, -0.02, 96.01, -0.02
8.304, TAKEOFF, -0.5756, 3.5756, -0.2745, 0.770992, 0.107267, 0.000000, 0.013725, 0.150000, -0.03, -0.02, 96.01, 0.03
8.580, TAKEOFF, -0.6025, 3.6025, -0.2629, 0.771221, 0.108076, 0.000000, 0.013144, 0.150000, -0.04, -0.00, 96.02, 0.03
8.856, TAKEOFF, -0.5982, 3.5982, -0.2317, 0.769529, 0.107945, 0.000000, 0.011584, 0.150000, -0.04, -0.00, 96.02, -0.01
9.153, TAKEOFF, -0.5906, 3.5906, -0.1817, 0.766805, 0.107717, 0.000000, 0.009087, 0.150000, -0.04, -0.02, 96.03, 0.06
9.436, TAKEOFF, -0.5300, 3.5300, 0.0143, 0.755184, 0.105901, 0.000000, -0.000717, 0.150000, -0.03, -0.02, 96.03, 0.03
9.712, TAKEOFF, -0.5032, 3.5032, 0.0823, 0.750982, 0.105097, 0.000000, -0.004115, 0.150000, 0.03, -0.01, 96.02, -0.01
9.995, TAKEOFF, 0.7740, 2.2260, 2.4232, 0.595620, 0.066781, 0.000000, -0.121161, 0.150000, 0.03, -0.01, 96.02, -0.05
10.278, TAKEOFF, 0.9632, 2.0368, 2.5031, 0.585950, 0.061105, 0.000000, -0.125155, 0.150000, 0.03, -0.00, 96.01, 0.01
10.583, TAKEOFF, 2.5276, 0.4724, 3.0171, 0.513318, 0.014172, 0.000000, -0.150855, 0.150000, 0.03, 0.00, 96.00, 0.03
10.870, TAKEOFF, 2.7692, 0.2308, 3.0896, 0.502443, 0.006924, 0.000000, -0.154481, 0.150000, 0.03, 0.00, 96.00, -0.01
11.155, TAKEOFF, 4.5572, -1.5572, 3.5741, 0.424581, -0.046716, -0.000000, -0.178703, -0.150000, 0.04, -0.02, 96.00, -0.00
11.443, TAKEOFF, 4.8345, -1.8345, 3.6394, 0.412996, -0.055035, -0.000000, -0.181968, -0.150000, 0.04, -0.02, 96.00, 0.00
11.759, TAKEOFF, 6.7172, -3.7172, 3.9889, 0.339036, -0.111517, -0.000000, -0.199447, -0.150000, 0.03, -0.01, 95.99, -0.02
12.054, TAKEOFF, 6.9863, -3.9863, 4.0251, 0.329155, -0.119589, -0.000000, -0.201256, -0.150000, 0.03, -0.00, 95.99, 0.01
12.349, TAKEOFF, 9.9421, -6.9421, 2.6111, 0.311181, -0.208263, -0.000000, -0.130556, -0.150000, -0.03, -0.00, 95.96, 0.02
12.644, TAKEOFF, 10.1162, -7.1162, 2.3522, 0.318904, -0.213485, -0.000000, -0.117611, -0.150000, -0.03, 0.00, 95.96, 0.00
12.955, TAKEOFF, 10.2527, -7.2527, 2.0858, 0.328131, -0.217581, -0.000000, -0.104288, -0.150000, -0.05, -0.02, 95.96, 0.05
13.163, TAKEOFF, 10.6804, -7.6804, -0.1046, 0.424818, -0.230411, -0.000000, 0.005229, -0.150000, -0.05, -0.02, 95.96, -0.00
13.457, TAKEOFF, 10.6445, -7.6445, -0.5051, 0.445923, -0.229334, -0.000000, 0.025257, -0.150000, -0.05, -0.02, 95.96, 0.02
13.762, TAKEOFF, 9.4559, -6.4559, -3.5620, 0.634423, -0.193676, -0.000000, 0.178099, -0.150000, -0.04, 0.01, 95.98, -0.06
14.087, TAKEOFF, 9.1622, -6.1622, -4.0479, 0.667531, -0.184865, -0.000000, 0.202397, -0.150000, -0.03, 0.01, 95.98, 0.05
14.392, TAKEOFF, 6.1627, -3.1627, -7.4585, 0.900000, -0.094882, -0.000000, 0.372927, -0.150000, -0.02, -0.01, 95.99, 0.02
14.692, TAKEOFF, 5.5850, -2.5850, -7.9709, 0.900000, -0.077551, -0.000000, 0.398546, -0.150000, -0.01, -0.01, 95.99, -0.02
14.993, TAKEOFF, 0.6154, 2.3846, -11.4808, 0.900000, 0.071537, 0.000000, 0.574038, 0.150000, 0.00, -0.03, 96.00, 0.07
15.314, TAKEOFF, -0.1505, 3.1505, -11.9256, 0.900000, 0.094516, 0.000000, 0.596282, 0.150000, 0.00, -0.03, 96.00, 0.00
15.622, TAKEOFF, -1.0453, 4.0453, -12.4232, 0.900000, 0.121359, 0.000000, 0.621162, 0.150000, 0.00, -0.03, 96.00, 0.06
15.944, TAKEOFF, -1.3184, 4.3184, -0.4653, 0.802816, 0.129551, 0.000000, 0.023265, 0.150000, -0.00, -0.03, 96.01, 0.00
16.254, TAKEOFF, -1.3227, 4.3227, -0.4604, 0.802701, 0.129681, 0.000000, 0.023020, 0.150000, -0.01, -0.03, 96.01, -0.02
16.578, TAKEOFF, -1.2456, 4.2456, -0.3919, 0.796962, 0.127369, 0.000000, 0.019593, 0.150000, -0.03, -0.04, 96.04, 0.01
16.870, TAKEOFF, -1.2308, 4.2308, -0.3833, 0.796089, 0.126925, 0.000000, 0.019165, 0.150000, -0.03, -0.04, 96.03, 0.01
17.179, TAKEOFF, -0.2782, 3.2782, 2.0768, 0.644506, 0.098346, 0.000000, -0.103840, 0.150000, -0.02, -0.02, 96.01, -0.06
17.483, TAKEOFF, -0.0617, 3.0617, 2.3854, 0.622579, 0.091851, 0.000000, -0.119272, 0.150000, -0.02, -0.02, 96.01, 0.00
17.804, TAKEOFF, 0.1498, 2.8502, 2.6600, 0.602506, 0.085507, 0.000000, -0.133001, 0.150000, -0.03, -0.01, 96.01, 0.01
18.109, TAKEOFF, 2.5835, 0.4165, 4.9497, 0.415014, 0.012496, 0.000000, -0.247483, 0.150000, -0.03, -0.01, 96.01, 0.04
18.410, TAKEOFF, 2.9517, 0.0483, 5.2217, 0.390364, 0.001450, 0.000000, -0.261085, 0.150000, -0.04, -0.01, 96.01, -0.04
18.717, TAKEOFF, 9.3086, -6.3086, 7.4335, 0.300000, -0.189257, -0.000000, -0.371675, -0.150000, -0.00, -0.04, 96.04, -0.02
19.039, TAKEOFF, 9.8758, -6.8758, 7.5503, 0.300000, -0.206275, -0.000000, -0.377517, -0.150000, -0.00, -0.04, 96.03, 0.01
19.339, TAKEOFF, 14.2471, -11.2471, 8.3191, 0.300000, -0.337412, -0.000000, -0.415956, -0.150000, 0.02, -0.04, 96.03, 0.04
19.654, TAKEOFF, 14.8608, -11.8608, 8.2116, 0.300000, -0.355824, -0.000000, -0.410582, -0.150000, 0.02, -0.04, 96.03, 0.02
19.988, TAKEOFF, 19.2775, -16.2775, 7.0474, 0.300000, -0.488324, -0.000000, -0.352369, -0.150000, 0.02, -0.04, 96.02, -0.06
20.308, TAKEOFF, 19.7234, -16.7234, 6.8812, 0.300000, -0.501702, -0.000000, -0.344058, -0.150000, 0.01, -0.04, 96.02, -0.02
20.625, TAKEOFF, 22.8236, -19.8236, 4.4441, 0.300000, -0.594707, -0.000000, -0.222203, -0.150000, 0.02, -0.04, 96.02, 0.03
20.911, TAKEOFF, 23.0816, -20.0816, 4.0536, 0.300000, -0.602449, -0.000000, -0.202678, -0.150000, 0.02, -0.04, 96.02, -0.02
21.209, TAKEOFF, 24.1529, -21.1529, 0.1619, 0.300000, -0.634587, -0.000000, -0.008096, -0.150000, 0.03, -0.02, 96.03, -0.04
21.490, TAKEOFF, 22.8628, -19.8628, -3.9803, 0.300000, -0.595883, -0.000000, 0.199013, -0.150000, 0.06, -0.01, 96.02, -0.03
21.772, TAKEOFF, 22.5711, -19.5711, -4.4463, 0.300000, -0.587132, -0.000000, 0.222316, -0.150000, 0.06, -0.01, 96.02, -0.03
22.055, TAKEOFF, 18.6882, -15.6882, -8.5772, 0.608215, -0.470645, -0.000000, 0.428860, -0.150000, 0.07, -0.02, 96.04, -0.01
22.337, TAKEOFF, 18.1051, -15.1051, -9.0421, 0.648952, -0.453153, -0.000000, 0.452105, -0.150000, 0.07, -0.02, 96.05, -0.03
22.644, TAKEOFF, 17.4925, -14.4925, -9.5068, 0.690565, -0.434774, -0.000000, 0.475338, -0.150000, 0.04, -0.05, 96.06, 0.00
22.931, TAKEOFF, 11.2042, -8.2042, -13.3940, 0.900000, -0.246126, -0.000000, 0.669698, -0.150000, 0.03, -0.05, 96.06, -0.03
23.214, TAKEOFF, 2.8605, 0.1395, -17.2695, 0.900000, 0.004186, -0.000000, 0.863475, -0.110545, -0.02, -0.06, 96.06, 0.02
23.493, TAKEOFF, 1.7272, 1.2728, -17.7315, 0.900000, 0.038185, 0.000000, 0.886576, 0.150000, -0.03, -0.05, 96.06, 0.05
23.789, TAKEOFF, -2.0264, 5.0264, -0.6219, 0.831887, 0.150792, 0.000000, 0.031095, 0.150000, -0.05, -0.05, 96.06, -0.01
24.071, TAKEOFF, -2.0350, 5.0350, -0.6161, 0.831856, 0.151051, 0.000000, 0.030805, 0.150000, -0.05, -0.05, 96.06, 0.01
24.362, TAKEOFF, -1.9231, 4.9231, -0.5228, 0.823832, 0.147693, 0.000000, 0.026139, 0.150000, -0.06, -0.05, 96.05, 0.01
24.655, TAKEOFF, -1.8994, 4.8994, -0.5100, 0.822484, 0.146983, 0.000000, 0.025501, 0.150000, -0.06, -0.05, 96.05, 0.01
24.941, TAKEOFF, -1.5228, 4.5228, 0.7635, 0.747510, 0.135685, 0.000000, -0.038175, 0.150000, -0.04, -0.06, 96.05, 0.02
25.244, TAKEOFF, -1.3877, 4.3877, 1.0743, 0.727917, 0.131631, 0.000000, -0.053714, 0.150000, -0.04, -0.06, 96.05, 0.01
25.530, TAKEOFF, 0.1510, 2.8490, 3.2091, 0.575016, 0.085469, 0.000000, -0.160454, 0.150000, -0.02, -0.02, 96.01, -0.05
25.820, TAKEOFF, 0.4574, 2.5426, 3.4179, 0.555383, 0.076278, 0.000000, -0.170895, 0.150000, -0.01, -0.01, 96.01, 0.02
26.104, TAKEOFF, 2.8866, 0.1134, 4.6945, 0.418681, 0.003403, 0.000000, -0.234723, 0.150000, 0.05, -0.00, 95.99, -0.01
26.404, TAKEOFF, 3.2384, -0.2384, 4.8469, 0.400505, -0.007151, 0.000000, -0.242344, 0.078592, 0.05, -0.00, 96.00, 0.01
26.687, TAKEOFF, 6.5050, -3.5050, 6.0504, 0.300000, -0.105151, -0.000000, -0.302519, -0.150000, 0.02, -0.03, 96.02, -0.04
26.975, TAKEOFF, 6.9282, -3.9282, 6.0948, 0.300000, -0.117846, -0.000000, -0.304738, -0.150000, -0.00, -0.03, 96.03, 0.02
27.269, TAKEOFF, 10.4762, -7.4762, 6.1433, 0.300000, -0.224287, -0.000000, -0.307167, -0.150000, -0.01, -0.03, 96.03, 0.05
27.575, TAKEOFF, 10.8851, -7.8851, 5.9603, 0.300000, -0.236552, -0.000000, -0.298016, -0.150000, -0.01, -0.03, 96.03, -0.03
27.861, TAKEOFF, 13.5750, -10.5750, 4.2619, 0.300000, -0.317251, -0.000000, -0.213093, -0.150000, -0.04, -0.04, 96.04, 0.02
28.153, TAKEOFF, 13.8402, -10.8402, 3.9100, 0.300000, -0.325206, -0.000000, -0.195502, -0.150000, -0.04, -0.04, 96.04, 0.03
28.439, TAKEOFF, 14.5913, -11.5913, 2.5908, 0.300000, -0.347738, -0.000000, -0.129539, -0.150000, -0.05, -0.04, 96.04, 0.01
28.723, TAKEOFF, 14.7565, -11.7565, 2.1632, 0.300000, -0.352695, -0.000000, -0.108162, -0.150000, -0.05, -0.04, 96.04, -0.02
29.036, TAKEOFF, 14.9614, -11.9614, -1.1793, 0.350125, -0.358841, -0.000000, 0.058965, -0.150000, -0.01, -0.02, 96.04, 0.03
29.325, TAKEOFF, 14.8413, -11.8413, -1.7025, 0.379887, -0.355238, -0.000000, 0.085125, -0.150000, -0.00, -0.02, 96.04, -0.02
29.631, TAKEOFF, 12.9681, -9.9681, -5.3115, 0.616531, -0.299043, -0.000000, 0.265574, -0.150000, 0.05, -0.00, 96.03, -0.07
29.922, TAKEOFF, 12.5955, -9.5955, -5.7770, 0.650984, -0.287865, -0.000000, 0.288848, -0.150000, 0.06, -0.00, 96.03, -0.00
30.228, TAKEOFF, 8.6211, -5.6211, -9.4403, 0.900000, -0.168634, -0.000000, 0.472013, -0.150000, 0.06, -0.00, 96.03, -0.00
30.521, TAKEOFF, 7.9855, -4.9855, -9.9047, 0.900000, -0.149565, -0.000000, 0.495233, -0.150000, 0.06, -0.00, 96.03, 0.03
30.808, TAKEOFF, 1.9544, 1.0456, -13.5574, 0.900000, 0.031369, 0.000000, 0.677868, 0.150000, 0.03, -0.04, 96.04, -0.07
31.100, TAKEOFF, 1.0585, 1.9415, -14.0205, 0.900000, 0.058245, 0.000000, 0.701024, 0.150000, 0.02, -0.05, 96.04, -0.04
31.404, TAKEOFF, 0.1330, 2.8670, -14.4837, 0.900000, 0.086009, 0.000000, 0.724183, 0.150000, 0.01, -0.07, 96.04, -0.04
31.692, TAKEOFF, -1.7442, 4.7442, -0.4746, 0.816057, 0.142325, 0.000000, 0.023731, 0.150000, 0.01, -0.08, 96.04, 0.03
31.978, TAKEOFF, -1.7289, 4.7289, -0.4652, 0.815127, 0.141867, 0.000000, 0.023260, 0.150000, 0.00, -0.07, 96.03, 0.02
32.261, TAKEOFF, -1.5585, 4.5585, -0.1953, 0.796522, 0.136755, 0.000000, 0.009766, 0.150000, -0.00, -0.07, 96.03, 0.02
32.572, TAKEOFF, -1.5159, 4.5159, 0.0741, 0.781773, 0.135477, 0.000000, -0.003704, 0.150000, -0.02, -0.04, 96.03, -0.04
32.855, TAKEOFF, -0.5518, 3.5518, 2.1907, 0.647020, 0.106553, 0.000000, -0.109533, 0.150000, -0.02, -0.03, 96.03, 0.05
33.139, TAKEOFF, -0.3218, 3.3218, 2.4992, 0.624694, 0.099655, 0.000000, -0.124962, 0.150000, -0.02, -0.03, 96.03, 0.02
33.423, TAKEOFF, 1.8555, 1.1445, 4.6217, 0.453249, 0.034334, 0.000000, -0.231085, 0.150000, -0.00, -0.01, 96.03, 0.03
33.721, TAKEOFF, 2.2563, 0.7437, 4.9291, 0.425855, 0.022310, 0.000000, -0.246455, 0.150000, 0.00, -0.01, 96.03, 0.01
34.040, TAKEOFF, 5.4948, -2.4948, 6.4611, 0.300000, -0.074845, -0.000000, -0.323054, -0.150000, 0.02, -0.01, 96.02, 0.05
34.328, TAKEOFF, 5.9507, -2.9507, 6.5952, 0.300000, -0.088520, -0.000000, -0.329761, -0.150000, 0.02, -0.01, 96.02, 0.04
34.622, TAKEOFF, 10.2864, -7.2864, 7.6067, 0.300000, -0.218591, -0.000000, -0.380336, -0.150000, 0.03, 0.01, 96.04, 0.00
34.919, TAKEOFF, 14.3671, -11.3671, 7.5062, 0.300000, -0.341013, -0.000000, -0.375311, -0.150000, 0.01, 0.00, 96.04, -0.03
35.233, TAKEOFF, 14.8582, -11.8582, 7.3829, 0.300000, -0.355747, -0.000000, -0.369146, -0.150000, 0.01, -0.00, 96.04, 0.01
35.523, TAKEOFF, 15.3386, -12.3386, 7.2467, 0.300000, -0.370159, -0.000000, -0.362337, -0.150000, 0.01, -0.03, 96.02, -0.01
35.819, TAKEOFF, 19.9945, -16.9945, 3.2601, 0.300000, -0.509835, -0.000000, -0.163003, -0.150000, 0.01, -0.04, 96.02, -0.03
36.114, TAKEOFF, 20.1770, -17.1770, 2.7991, 0.300000, -0.515310, -0.000000, -0.139956, -0.150000, 0.01, -0.04, 96.01, 0.02
36.425, TAKEOFF, 20.5471, -17.5471, 1.3461, 0.300000, -0.526414, -0.000000, -0.067303, -0.150000, 0.01, -0.04, 96.01, -0.02
36.716, TAKEOFF, 20.6016, -17.6016, 0.8800, 0.300000, -0.528048, -0.000000, -0.043999, -0.150000, 0.01, -0.04, 96.01, -0.02
37.011, TAKEOFF, 19.8717, -16.8717, -3.0245, 0.300000, -0.506150, -0.000000, 0.151223, -0.150000, -0.01, -0.07, 96.02, 0.01
37.307, TAKEOFF, 19.6438, -16.6438, -3.4904, 0.325207, -0.499315, -0.000000, 0.174521, -0.150000, -0.01, -0.08, 96.03, -0.03
37.622, TAKEOFF, 16.5642, -13.5642, -7.3921, 0.612681, -0.406926, -0.000000, 0.369606, -0.150000, -0.01, -0.08, 96.03, 0.06
37.922, TAKEOFF, 16.0578, -13.0578, -7.8574, 0.651134, -0.391733, -0.000000, 0.392868, -0.150000, -0.01, -0.08, 96.03, -0.00
38.222, TAKEOFF, 11.0411, -8.0411, -11.5157, 0.900000, -0.241233, -0.000000, 0.575786, -0.150000, -0.02, -0.07, 96.04, -0.04
38.526, TAKEOFF, 10.2741, -7.2741, -11.9793, 0.900000, -0.218224, -0.000000, 0.598965, -0.150000, -0.02, -0.07, 96.04, -0.02
38.845, TAKEOFF, 3.2066, -0.2066, -15.6267, 0.900000, -0.006198, -0.000000, 0.781335, -0.150000, -0.02, -0.07, 96.04, 0.06
39.155, TAKEOFF, 2.1789, 0.8211, -16.0891, 0.900000, 0.024634, 0.000000, 0.804457, 0.104522, -0.02, -0.07, 96.04, 0.02
39.456, TAKEOFF, 1.1218, 1.8782, -16.5515, 0.900000, 0.056347, 0.000000, 0.827575, 0.150000, -0.01, -0.07, 96.05, -0.05
39.757, TAKEOFF, -1.9606, 4.9606, -0.5934, 0.828485, 0.148817, 0.000000, 0.029668, 0.150000, -0.00, -0.07, 96.06, -0.00
40.074, TAKEOFF, -1.9666, 4.9666, -0.5877, 0.828385, 0.148999, 0.000000, 0.029385, 0.150000, -0.00, -0.07, 96.06, -0.06
40.374, TAKEOFF, -1.8579, 4.8579, -0.5001, 0.820743, 0.145738, 0.000000, 0.025004, 0.150000, 0.01, -0.08, 96.10, 0.03
40.676, TAKEOFF, -0.7478, 3.7478, 2.1055, 0.657162, 0.112435, 0.000000, -0.105273, 0.150000, 0.03, -0.02, 96.08, 0.04
40.975, TAKEOFF, -0.5175, 3.5175, 2.4155, 0.634748, 0.105524, 0.000000, -0.120776, 0.150000, 0.03, -0.01, 96.08, -0.02
41.261, TAKEOFF, 1.8282, 1.1718, 4.6828, 0.451016, 0.035155, 0.000000, -0.234139, 0.150000, 0.02, 0.01, 96.08, -0.03
41.526, TAKEOFF, 2.2366, 0.7634, 4.9906, 0.423372, 0.022902, 0.000000, -0.249530, 0.150000, 0.02, 0.02, 96.08, -0.03
41.794, TAKEOFF, 2.6175, 0.3825, 5.2640, 0.398273, 0.011474, 0.000000, -0.263200, 0.150000, 0.01, 0.04, 96.08, -0.02
42.067, TAKEOFF, 6.3607, -3.3607, 6.9504, 0.300000, -0.100820, -0.000000, -0.347519, -0.150000, 0.00, 0.05, 96.08, -0.00
42.340, TAKEOFF, 6.8524, -3.8524, 7.1056, 0.300000, -0.115573, -0.000000, -0.355281, -0.150000, -0.00, 0.05, 96.08, 0.03
42.626, TAKEOFF, 11.2963, -8.2963, 8.2583, 0.300000, -0.248890, -0.000000, -0.412917, -0.150000, -0.03, 0.07, 96.10, 0.03
42.906, TAKEOFF, 11.8545, -8.8545, 8.1849, 0.300000, -0.265636, -0.000000, -0.409245, -0.150000, -0.03, 0.07, 96.10, 0.01
43.178, TAKEOFF, 16.1721, -13.1721, 7.1473, 0.300000, -0.395163, -0.000000, -0.357367, -0.150000, -0.01, 0.08, 96.10, -0.03
43.451, TAKEOFF, 16.6292, -13.6292, 6.8256, 0.300000, -0.408875, -0.000000, -0.341279, -0.150000, -0.02, 0.08, 96.11, 0.00
43.739, TAKEOFF, 19.2162, -16.2162, 4.2834, 0.300000, -0.486486, -0.000000, -0.214169, -0.150000, -0.01, 0.06, 96.09, 0.02
44.010, TAKEOFF, 20.4814, -17.4814, 0.9317, 0.300000, -0.524442, -0.000000, -0.046584, -0.150000, 0.01, 0.05, 96.03, -0.01
44.285, TAKEOFF, 20.5109, -17.5109, 0.4665, 0.300000, -0.525326, -0.000000, -0.023326, -0.150000, 0.01, 0.04, 96.03, 0.02
44.555, TAKEOFF, 19.6852, -16.6852, -3.2014, 0.309515, -0.500555, -0.000000, 0.160069, -0.150000, -0.01, -0.01, 96.07, -0.02
44.825, TAKEOFF, 19.4477, -16.4477, -3.6668, 0.339911, -0.493431, -0.000000, 0.183342, -0.150000, -0.00, -0.01, 96.07, 0.01
45.127, TAKEOFF, 16.5997, -13.5997, -7.2717, 0.605592, -0.407991, -0.000000, 0.363583, -0.150000, 0.00, -0.04, 96.09, -0.03
45.405, TAKEOFF, 16.0388, -13.0388, -7.7944, 0.648554, -0.391164, -0.000000, 0.389718, -0.150000, 0.00, -0.03, 96.09, -0.04
45.678, TAKEOFF, 11.1549, -8.1549, -11.3924, 0.900000, -0.244647, -0.000000, 0.569622, -0.150000, 0.02, -0.03, 96.08, -0.03
45.956, TAKEOFF, 4.3802, -1.3802, -15.0400, 0.900000, -0.041405, -0.000000, 0.751999, -0.150000, -0.00, -0.03, 96.09, 0.01
46.227, TAKEOFF, 3.3901, -0.3901, -15.4964, 0.900000, -0.011704, -0.000000, 0.774821, -0.150000, -0.00, -0.03, 96.09, -0.02
46.515, TAKEOFF, 0.1107, 2.8893, -16.9190, 0.900000, 0.086680, 0.000000, 0.845952, 0.150000, -0.00, -0.04, 96.09, 0.00
46.789, TAKEOFF, -0.9970, 3.9970, -17.3565, 0.900000, 0.119911, 0.000000, 0.867825, 0.150000, -0.00, -0.04, 96.09, -0.03
47.064, TAKEOFF, -1.8632, 4.8632, -0.5701, 0.824400, 0.145896, 0.000000, 0.028505, 0.150000, -0.00, -0.04, 96.09, -0.01
47.343, TAKEOFF, -2.0089, 5.0089, -0.5613, 0.828329, 0.150266, 0.000000, 0.028064, 0.150000, -0.01, -0.04, 96.05, 0.00
47.611, TAKEOFF, -1.7231, 4.7231, 0.6098, 0.761204, 0.141693, 0.000000, -0.030489, 0.150000, -0.03, -0.02, 96.02, 0.03
47.900, TAKEOFF, -1.6144, 4.6144, 0.8852, 0.744171, 0.138431, 0.000000, -0.044261, 0.150000, -0.03, -0.01, 96.03, 0.01
48.181, TAKEOFF, 0.0152, 2.9848, 3.2030, 0.579395, 0.089544, 0.000000, -0.160149, 0.150000, -0.04, 0.04, 96.04, 0.05
