# PX4 Flight Data Log
# Test started: 2025-12-23 17:53:43
# Columns: time_s, phase, altitude_m, altitude_error_m, velocity_z_m_s, thrust, thrust_p, thrust_i, thrust_d, integral_error, roll_deg, pitch_deg, yaw_deg, yaw_rate_deg_s
#----------------------------------------------------------------------------------------------------
48.460, TAKEOFF, 2.6111, 0.3889, 5.3430, 0.394519, 0.011667, 0.000000, -0.267148, 0.150000, -0.03, 0.10, 96.04, 0.05
48.740, TAKEOFF, 3.0700, -0.0700, 5.5678, 0.369510, -0.002100, 0.000000, -0.278390, 0.130369, -0.03, 0.10, 96.04, -0.06
49.044, TAKEOFF, 3.4872, -0.4872, 5.7246, 0.349153, -0.014615, -0.000000, -0.286232, -0.017282, -0.01, 0.09, 96.01, 0.05
49.326, TAKEOFF, 6.7536, -3.7536, 6.8049, 0.300000, -0.112609, -0.000000, -0.340247, -0.150000, -0.01, 0.09, 96.00, -0.02
49.622, TAKEOFF, 8.4975, -5.4975, 7.0043, 0.300000, -0.164926, -0.000000, -0.350215, -0.150000, 0.00, 0.07, 95.98, -0.01
49.906, TAKEOFF, 9.0424, -6.0424, 7.0474, 0.300000, -0.181273, -0.000000, -0.352368, -0.150000, 0.01, 0.07, 95.97, 0.01
50.187, TAKEOFF, 12.6862, -9.6862, 6.3934, 0.300000, -0.290585, -0.000000, -0.319668, -0.150000, 0.01, 0.07, 95.94, 0.03
50.487, TAKEOFF, 13.1515, -10.1515, 6.0216, 0.300000, -0.304546, -0.000000, -0.301079, -0.150000, 0.01, 0.08, 95.94, -0.01
50.769, TAKEOFF, 15.4137, -12.4137, 2.9550, 0.300000, -0.372410, -0.000000, -0.147751, -0.150000, 0.02, 0.07, 95.96, 0.01
51.049, TAKEOFF, 15.5834, -12.5834, 2.5380, 0.300000, -0.377503, -0.000000, -0.126898, -0.150000, 0.02, 0.07, 95.96, 0.01
51.328, TAKEOFF, 15.7408, -12.7408, 2.0595, 0.300000, -0.382224, -0.000000, -0.102975, -0.150000, 0.02, 0.07, 95.96, 0.01
51.626, TAKEOFF, 15.8351, -12.8351, -1.4329, 0.336589, -0.385054, -0.000000, 0.071643, -0.150000, 0.03, 0.03, 95.94, 0.02
51.909, TAKEOFF, 13.9133, -10.9133, -5.3272, 0.588961, -0.327400, -0.000000, 0.266361, -0.150000, 0.03, -0.01, 95.94, -0.01
52.188, TAKEOFF, 13.5436, -10.5436, -5.7919, 0.623288, -0.316309, -0.000000, 0.289597, -0.150000, 0.02, -0.01, 95.94, -0.01
52.472, TAKEOFF, 9.6000, -6.6000, -9.4461, 0.900000, -0.197999, -0.000000, 0.472307, -0.150000, 0.03, -0.03, 95.95, 0.01
52.755, TAKEOFF, 8.9675, -5.9675, -9.9100, 0.900000, -0.179026, -0.000000, 0.495498, -0.150000, 0.03, -0.03, 95.96, -0.03
53.054, TAKEOFF, 2.9520, 0.0480, -13.5590, 0.900000, 0.001439, -0.000000, 0.677950, -0.135649, 0.03, -0.03, 95.97, -0.02
53.339, TAKEOFF, 2.0570, 0.9430, -14.0219, 0.900000, 0.028291, 0.000000, 0.701095, 0.132788, 0.03, -0.03, 95.97, 0.03
53.619, TAKEOFF, -1.8896, 4.8896, -0.5513, 0.824253, 0.146688, 0.000000, 0.027565, 0.150000, 0.03, -0.03, 95.97, 0.04
53.903, TAKEOFF, -1.9072, 4.9072, -0.5496, 0.824696, 0.147217, 0.000000, 0.027479, 0.150000, 0.03, -0.03, 95.97, 0.01
54.211, TAKEOFF, -1.8562, 4.8562, -0.4901, 0.820190, 0.145687, 0.000000, 0.024503, 0.150000, 0.02, -0.03, 95.94, -0.05
54.491, TAKEOFF, -1.8296, 4.8296, -0.2627, 0.808025, 0.144889, 0.000000, 0.013136, 0.150000, 0.02, -0.02, 95.94, -0.02
54.772, TAKEOFF, -0.9958, 3.9958, 1.8600, 0.676872, 0.119873, 0.000000, -0.093001, 0.150000, -0.01, -0.00, 95.92, 0.01
55.055, TAKEOFF, -0.8072, 3.8072, 2.1358, 0.657423, 0.114216, 0.000000, -0.106792, 0.150000, -0.01, -0.00, 95.92, 0.00
55.338, TAKEOFF, -0.5734, 3.5734, 2.4463, 0.634888, 0.107203, 0.000000, -0.122315, 0.150000, -0.01, 0.00, 95.92, -0.02
55.638, TAKEOFF, 1.4510, 1.5490, 4.4246, 0.475241, 0.046469, 0.000000, -0.221228, 0.150000, -0.01, 0.05, 95.92, 0.00
55.921, TAKEOFF, 1.7972, 1.2028, 4.5950, 0.456332, 0.036083, 0.000000, -0.229752, 0.150000, -0.01, 0.06, 95.92, -0.00
56.205, TAKEOFF, 5.0147, -2.0147, 5.8624, 0.300000, -0.060442, -0.000000, -0.293118, -0.150000, 0.01, 0.09, 95.89, -0.03
56.493, TAKEOFF, 5.4367, -2.4367, 6.0050, 0.300000, -0.073100, -0.000000, -0.300248, -0.150000, 0.02, 0.09, 95.88, -0.01
56.795, TAKEOFF, 9.0301, -6.0301, 6.9697, 0.300000, -0.180903, -0.000000, -0.348487, -0.150000, 0.04, 0.09, 95.83, 0.00
57.074, TAKEOFF, 9.5082, -6.5082, 6.9183, 0.300000, -0.195247, -0.000000, -0.345917, -0.150000, 0.04, 0.09, 95.84, 0.03
57.356, TAKEOFF, 14.8717, -11.8717, 5.6269, 0.300000, -0.356151, -0.000000, -0.281343, -0.150000, 0.02, 0.09, 95.86, -0.00
57.640, TAKEOFF, 16.0827, -13.0827, 4.5312, 0.300000, -0.392481, -0.000000, -0.226562, -0.150000, 0.02, 0.06, 95.83, -0.02
57.925, TAKEOFF, 16.4001, -13.4001, 4.1729, 0.300000, -0.402002, -0.000000, -0.208643, -0.150000, 0.02, 0.05, 95.83, 0.05
58.238, TAKEOFF, 17.7514, -14.7514, 1.1013, 0.300000, -0.442541, -0.000000, -0.055063, -0.150000, 0.02, 0.01, 95.84, -0.04
58.524, TAKEOFF, 17.8011, -14.8011, 0.5791, 0.300000, -0.444034, -0.000000, -0.028957, -0.150000, 0.01, 0.01, 95.85, -0.02
58.815, TAKEOFF, 17.8120, -14.8120, 0.1143, 0.300000, -0.444361, -0.000000, -0.005716, -0.150000, 0.02, -0.01, 95.87, 0.11
59.106, TAKEOFF, 16.8576, -13.8576, -3.4952, 0.409034, -0.415727, -0.000000, 0.174761, -0.150000, 0.01, -0.01, 95.87, -0.02
59.419, TAKEOFF, 16.5683, -13.5683, -4.0196, 0.443931, -0.407048, -0.000000, 0.200979, -0.150000, 0.01, -0.01, 95.87, 0.02
59.709, TAKEOFF, 13.5565, -10.5565, -7.6252, 0.714564, -0.316695, -0.000000, 0.381259, -0.150000, 0.02, -0.00, 95.86, -0.05
59.993, TAKEOFF, 12.9712, -9.9712, -8.1481, 0.758270, -0.299137, -0.000000, 0.407407, -0.150000, 0.02, -0.01, 95.88, 0.06
60.278, TAKEOFF, 7.5368, -4.5368, -11.9786, 0.900000, -0.136103, -0.000000, 0.598931, -0.150000, 0.01, -0.01, 95.88, -0.02
60.587, TAKEOFF, -0.0258, 3.0258, -15.8571, 0.900000, 0.090774, 0.000000, 0.792855, 0.150000, -0.00, -0.01, 95.89, -0.02
60.877, TAKEOFF, -1.0657, 4.0657, -16.3190, 0.900000, 0.121972, 0.000000, 0.815948, 0.150000, -0.00, -0.01, 95.89, 0.02
61.175, TAKEOFF, -1.9605, 4.9605, -0.5645, 0.827040, 0.148815, 0.000000, 0.028225, 0.150000, -0.00, -0.01, 95.92, 0.03
61.456, TAKEOFF, -1.9531, 4.9531, -0.5558, 0.826382, 0.148593, 0.000000, 0.027789, 0.150000, 0.00, -0.01, 95.92, 0.04
61.737, TAKEOFF, -1.8177, 4.8177, -0.4736, 0.818214, 0.144532, 0.000000, 0.023682, 0.150000, 0.01, -0.01, 95.94, 0.01
62.035, TAKEOFF, -1.7958, 4.7958, -0.4326, 0.815502, 0.143873, 0.000000, 0.021629, 0.150000, 0.01, -0.01, 95.95, 0.00
62.317, TAKEOFF, -1.3269, 4.3269, 1.0440, 0.727605, 0.129807, 0.000000, -0.052202, 0.150000, 0.02, 0.06, 95.96, 0.02
62.602, TAKEOFF, -1.1959, 4.1959, 1.3178, 0.709989, 0.125878, 0.000000, -0.065889, 0.150000, 0.03, 0.07, 95.96, 0.03
62.880, TAKEOFF, 0.5967, 2.4033, 3.6032, 0.541939, 0.072100, 0.000000, -0.180161, 0.150000, 0.07, 0.08, 95.96, -0.00
63.185, TAKEOFF, 0.8877, 2.1123, 3.7790, 0.524419, 0.063370, 0.000000, -0.188951, 0.150000, 0.07, 0.08, 95.96, -0.05
63.476, TAKEOFF, 3.2587, -0.2587, 4.9016, 0.397159, -0.007761, 0.000000, -0.245080, 0.074849, 0.05, 0.07, 95.99, 0.02
63.761, TAKEOFF, 3.6662, -0.6662, 5.0653, 0.376749, -0.019986, -0.000000, -0.253265, -0.114814, 0.05, 0.07, 95.99, 0.01
64.040, TAKEOFF, 6.9639, -3.9639, 6.1862, 0.300000, -0.118918, -0.000000, -0.309311, -0.150000, 0.03, 0.08, 95.99, -0.03
64.324, TAKEOFF, 7.4513, -4.4513, 6.2253, 0.300000, -0.133539, -0.000000, -0.311264, -0.150000, 0.02, 0.08, 95.99, 0.01
64.625, TAKEOFF, 10.7530, -7.7530, 6.1322, 0.300000, -0.232590, -0.000000, -0.306610, -0.150000, 0.01, 0.10, 96.02, -0.02

# Test ended: 2025-12-23 17:54:48
# Total duration: 64.7 seconds
